"ID","Maths_points","Gender_factor","Drum_VR_W2_p","Drum_NA_W2_p","BAS_TS_Mat_W2","SDQ_emot_res_PCG_W2","SDQ_good_cond_PCG_W2","SDQ_focused_beha_PCG_W2","SDQ_positive_peer_PCG_W2","PCG_Educ_W2","SCG_Educ_W2","Income_equi","DEIS_binary_W2","Fee_paying_W2","Mixed","SDQ_emot_PCG_W2","SDQ_cond_PCG_W2","SDQ_hyper_PCG_W2","SDQ_peer_PCG_W2","Drum_VR_W2_p_std","Drum_NA_W2_p_std","BAS_TS_Mat_W2_std","PCG_Educ_W2_std","SCG_Educ_W2_std","Income_equi_std","SDQ_emot_PCG_W2_std","SDQ_cond_PCG_W2_std","SDQ_hyper_PCG_W2_std","SDQ_peer_PCG_W2_std","high_sdq_count","low_sdq_count","risk_group","maths_percentile","resilience","gender_binary","Income_equi_quint","low_income","high_income","low_educ_pcg","high_educ_pcg","low_educ_scg","high_educ_scg"
5000,11,"Male",90,75,145,10,10,10,10,6,6,19000,0,0,1,0,0,0,0,1.1455524345375,0.88560660792047,1.57053013343846,1.64092722406997,1.5722426377044,0.092905945673238,-0.887029219871459,-0.779839558814468,-1.06035619918307,-0.726143622596442,0,4,"Low Risk",0.594187582562748,"Not Applicable",1,4,0,1,0,1,0,1
17000,11,"Male",100,85,135,7,9,10,7,6,5,47000,0,0,0,3,1,0,3,1.60182870395434,1.32955308786351,1.01592990884346,1.64092722406997,0.839123827432658,3.01046676648564,0.766487582902221,0.021156797580425,-1.06035619918307,1.45690012156724,2,1,"High Risk",0.594187582562748,"Non-Resilient",1,5,0,1,0,1,0,1
20000,6,"Male",55,10,103,4,6,2,7,5,3,17000,0,0,1,6,4,8,3,-0.451414508421461,-2.00004551170929,-0.758790809860567,0.834498423342269,-0.627113793110829,-0.115491255813362,2.4200043856759,2.4241458667651,2.558355751336,1.45690012156724,4,0,"High Risk",0.0105680317040951,"Non-Resilient",1,4,0,1,0,1,1,0
36000,10,"Male",45,40,124,10,10,9,9,4,3,41000,0,0,1,0,0,1,1,-0.907690777838306,-0.66820607188017,0.405869661788948,0.0280696226145673,-0.627113793110829,2.38527516202584,-0.887029219871459,-0.779839558814468,-0.608017205368183,0.00153762545811847,0,3,"Low Risk",0.365653896961691,"Not Applicable",1,5,0,1,0,1,1,0
66000,11,"Male",85,70,145,8,7,7,5,4,3,16000,0,0,0,2,3,3,5,0.917414299829076,0.66363336794895,1.57053013343846,0.0280696226145673,-0.627113793110829,-0.219689856556662,0.215315315310994,1.62314951037021,0.296660782261584,2.91226261767636,2,0,"High Risk",0.594187582562748,"Non-Resilient",1,3,1,0,0,1,1,0
69000,11,"Male",70,90,135,2,3,1,8,4,3,10000,0,0,1,8,7,9,2,0.232999895703807,1.55152632783503,1.01592990884346,0.0280696226145673,-0.627113793110829,-0.844881461016462,3.52234892085835,4.82713493594978,3.01069474515088,0.729218873512679,4,0,"High Risk",0.594187582562748,"Non-Resilient",1,2,1,0,0,1,1,0
102000,10,"Male",85,75,121,9,6,6,10,6,4,30000,0,1,1,1,4,4,0,0.917414299829076,0.88560660792047,0.239489594410446,1.64092722406997,0.106005017160914,1.23909055384954,-0.335856952280232,2.4241458667651,0.748999776076467,-0.726143622596442,2,1,"High Risk",0.365653896961691,"Non-Resilient",1,5,0,1,0,1,0,1
103000,9,"Male",100,65,129,10,10,10,9,6,6,33000,0,0,1,0,0,0,1,1.60182870395434,0.44166012797743,0.683169774086452,1.64092722406997,1.5722426377044,1.55168635607944,-0.887029219871459,-0.779839558814468,-1.06035619918307,0.00153762545811847,0,3,"Low Risk",0.229854689564069,"Not Applicable",1,5,0,1,0,1,0,1
108000,10,"Male",95,30,97,9,7,2,9,4,2,10000,0,0,0,1,3,8,1,1.37369056924592,-1.11215255182321,-1.09155094461757,0.0280696226145673,-1.36023260338257,-0.844881461016462,-0.335856952280232,1.62314951037021,2.558355751336,0.00153762545811847,2,0,"High Risk",0.365653896961691,"Non-Resilient",1,2,1,0,0,1,1,0
111000,11,"Male",70,80,114,9,10,10,8,5,2,15000,0,0,1,1,0,0,2,0.232999895703807,1.10757984789199,-0.148730562806059,0.834498423342269,-1.36023260338257,-0.323888457299962,-0.335856952280232,-0.779839558814468,-1.06035619918307,0.729218873512679,1,2,"Low Risk",0.594187582562748,"Not Applicable",1,3,1,0,0,1,1,0
112000,9,"Male",55,50,114,6,9,3,10,3,3,16000,0,0,1,4,1,7,0,-0.451414508421461,-0.22425959193713,-0.148730562806059,-0.778359178113134,-0.627113793110829,-0.219689856556662,1.31765985049345,0.021156797580425,2.10601675752112,-0.726143622596442,2,1,"High Risk",0.229854689564069,"Non-Resilient",1,3,1,0,1,0,1,0
118000,10,"Male",65,90,99,10,10,8,10,3,3,14000,0,0,1,0,0,2,0,0.00486176099538475,1.55152632783503,-0.98063089969857,-0.778359178113134,-0.627113793110829,-0.428087058043262,-0.887029219871459,-0.779839558814468,-0.1556782115533,-0.726143622596442,0,3,"Low Risk",0.365653896961691,"Not Applicable",1,3,1,0,1,0,1,0
120000,11,"Male",85,100,145,10,10,10,9,4,5,30000,0,0,1,0,0,0,1,0.917414299829076,1.99547280777807,1.57053013343846,0.0280696226145673,0.839123827432658,1.23909055384954,-0.887029219871459,-0.779839558814468,-1.06035619918307,0.00153762545811847,0,3,"Low Risk",0.594187582562748,"Not Applicable",1,5,0,1,0,1,0,1
121000,9,"Male",95,40,117,9,7,8,8,4,4,6000,0,0,1,1,3,2,2,1.37369056924592,-0.66820607188017,0.017649504572443,0.0280696226145673,0.106005017160914,-1.26167586398966,-0.335856952280232,1.62314951037021,-0.1556782115533,0.729218873512679,2,0,"High Risk",0.229854689564069,"Non-Resilient",1,1,1,0,0,1,0,1
124000,9,"Male",90,50,121,9,10,1,6,3,3,10000,0,0,0,1,0,9,4,1.1455524345375,-0.22425959193713,0.239489594410446,-0.778359178113134,-0.627113793110829,-0.844881461016462,-0.335856952280232,-0.779839558814468,3.01069474515088,2.1845813696218,2,1,"High Risk",0.229854689564069,"Non-Resilient",1,2,1,0,1,0,1,0
125000,7,"Male",90,40,99,8,7,2,10,4,4,15000,0,0,1,2,3,8,0,1.1455524345375,-0.66820607188017,-0.98063089969857,0.0280696226145673,0.106005017160914,-0.323888457299962,0.215315315310994,1.62314951037021,2.558355751336,-0.726143622596442,2,1,"High Risk",0.0470277410832233,"Non-Resilient",1,3,1,0,0,1,0,1
133000,11,"Male",55,85,110,8,10,10,10,4,3,20000,0,0,0,2,0,0,0,-0.451414508421461,1.32955308786351,-0.370570652644062,0.0280696226145673,-0.627113793110829,0.197104546416538,0.215315315310994,-0.779839558814468,-1.06035619918307,-0.726143622596442,0,3,"Low Risk",0.594187582562748,"Not Applicable",1,4,0,1,0,1,1,0
134000,10,"Male",80,90,124,8,10,8,10,5,5,17000,0,0,0,2,0,2,0,0.689276165120653,1.55152632783503,0.405869661788948,0.834498423342269,0.839123827432658,-0.115491255813362,0.215315315310994,-0.779839558814468,-0.1556782115533,-0.726143622596442,0,2,"Low Risk",0.365653896961691,"Not Applicable",1,4,0,1,0,1,0,1
138000,9,"Male",80,50,121,7,9,7,7,5,5,40000,0,1,1,3,1,3,3,0.689276165120653,-0.22425959193713,0.239489594410446,0.834498423342269,0.839123827432658,2.28107656128254,0.766487582902221,0.021156797580425,0.296660782261584,1.45690012156724,2,0,"High Risk",0.229854689564069,"Non-Resilient",1,5,0,1,0,1,0,1
143000,11,"Male",90,45,124,10,10,9,8,4,5,14000,0,0,0,0,0,1,2,1.1455524345375,-0.44623283190865,0.405869661788948,0.0280696226145673,0.839123827432658,-0.428087058043262,-0.887029219871459,-0.779839558814468,-0.608017205368183,0.729218873512679,1,3,"Low Risk",0.594187582562748,"Not Applicable",1,3,1,0,0,1,0,1
144000,8,"Male",30,45,103,9,8,8,8,6,6,33000,0,0,0,1,2,2,2,-1.59210518196357,-0.44623283190865,-0.758790809860567,1.64092722406997,1.5722426377044,1.55168635607944,-0.335856952280232,0.822153153975318,-0.1556782115533,0.729218873512679,2,0,"High Risk",0.115455746367239,"Non-Resilient",1,5,0,1,0,1,0,1
146000,10,"Male",40,85,161,10,10,9,9,3,2,24000,0,0,0,0,0,1,1,-1.13582891254673,1.32955308786351,2.45789049279047,-0.778359178113134,-1.36023260338257,0.613898949389738,-0.887029219871459,-0.779839558814468,-0.608017205368183,0.00153762545811847,0,3,"Low Risk",0.365653896961691,"Not Applicable",1,5,0,1,1,0,1,0
151000,8,"Male",35,10,124,10,8,5,7,2,3,12000,0,0,1,0,2,5,3,-1.36396704725515,-2.00004551170929,0.405869661788948,-1.58478797884084,-0.627113793110829,-0.636484259529862,-0.887029219871459,0.822153153975318,1.20133876989135,1.45690012156724,3,1,"High Risk",0.115455746367239,"Non-Resilient",1,2,1,0,1,0,1,0
176000,8,"Male",40,30,129,10,10,8,9,4,4,24000,0,0,0,0,0,2,1,-1.13582891254673,-1.11215255182321,0.683169774086452,0.0280696226145673,0.106005017160914,0.613898949389738,-0.887029219871459,-0.779839558814468,-0.1556782115533,0.00153762545811847,0,2,"Low Risk",0.115455746367239,"Not Applicable",1,5,0,1,0,1,0,1
177000,12,"Male",100,100,145,10,10,10,6,5,5,23000,0,1,1,0,0,0,4,1.60182870395434,1.99547280777807,1.57053013343846,0.834498423342269,0.839123827432658,0.509700348646438,-0.887029219871459,-0.779839558814468,-1.06035619918307,2.1845813696218,1,3,"Low Risk",0.88560105680317,"Not Applicable",1,5,0,1,0,1,0,1
179000,11,"Male",95,50,117,9,10,6,5,2,4,15000,0,0,1,1,0,4,5,1.37369056924592,-0.22425959193713,0.017649504572443,-1.58478797884084,0.106005017160914,-0.323888457299962,-0.335856952280232,-0.779839558814468,0.748999776076467,2.91226261767636,2,1,"High Risk",0.594187582562748,"Non-Resilient",1,3,1,0,1,0,0,1
184000,9,"Male",90,40,99,7,5,3,10,3,6,26000,0,0,0,3,5,7,0,1.1455524345375,-0.66820607188017,-0.98063089969857,-0.778359178113134,1.5722426377044,0.822296150876338,0.766487582902221,3.22514222316,2.10601675752112,-0.726143622596442,3,1,"High Risk",0.229854689564069,"Non-Resilient",1,5,0,1,1,0,0,1
190000,9,"Male",60,65,128,10,10,8,10,3,4,18000,0,0,0,0,0,2,0,-0.223276373713038,0.44166012797743,0.627709751626951,-0.778359178113134,0.106005017160914,-0.011292655070062,-0.887029219871459,-0.779839558814468,-0.1556782115533,-0.726143622596442,0,3,"Low Risk",0.229854689564069,"Not Applicable",1,4,0,1,1,0,0,1
193000,11,"Male",75,55,128,9,10,10,8,5,3,28000,0,0,0,1,0,0,2,0.46113803041223,-0.00228635196560979,0.627709751626951,0.834498423342269,-0.627113793110829,1.03069335236294,-0.335856952280232,-0.779839558814468,-1.06035619918307,0.729218873512679,1,2,"Low Risk",0.594187582562748,"Not Applicable",1,5,0,1,0,1,1,0
2e+05,10,"Male",100,75,145,9,10,9,5,4,3,27000,0,0,0,1,0,1,5,1.60182870395434,0.88560660792047,1.57053013343846,0.0280696226145673,-0.627113793110829,0.926494751619638,-0.335856952280232,-0.779839558814468,-0.608017205368183,2.91226261767636,1,2,"Low Risk",0.365653896961691,"Not Applicable",1,5,0,1,0,1,1,0
201000,10,"Male",45,35,95,9,10,10,10,3,4,15000,0,0,0,1,0,0,0,-0.907690777838306,-0.890179311851689,-1.20247098953657,-0.778359178113134,0.106005017160914,-0.323888457299962,-0.335856952280232,-0.779839558814468,-1.06035619918307,-0.726143622596442,0,3,"Low Risk",0.365653896961691,"Not Applicable",1,3,1,0,1,0,0,1
205000,11,"Male",95,75,121,10,9,7,6,3,3,19000,0,1,1,0,1,3,4,1.37369056924592,0.88560660792047,0.239489594410446,-0.778359178113134,-0.627113793110829,0.092905945673238,-0.887029219871459,0.021156797580425,0.296660782261584,2.1845813696218,1,1,"Moderate Risk",0.594187582562748,"Non-Resilient",1,4,0,1,1,0,1,0
206000,12,"Male",95,90,131,9,10,10,9,6,6,45000,0,0,0,1,0,0,1,1.37369056924592,1.55152632783503,0.794089819005453,1.64092722406997,1.5722426377044,2.80206956499904,-0.335856952280232,-0.779839558814468,-1.06035619918307,0.00153762545811847,0,2,"Low Risk",0.88560105680317,"Not Applicable",1,5,0,1,0,1,0,1
212000,10,"Male",95,80,103,6,9,9,9,6,6,27000,0,1,1,4,1,1,1,1.37369056924592,1.10757984789199,-0.758790809860567,1.64092722406997,1.5722426377044,0.926494751619638,1.31765985049345,0.021156797580425,-0.608017205368183,0.00153762545811847,1,1,"Moderate Risk",0.365653896961691,"Non-Resilient",1,5,0,1,0,1,0,1
214000,11,"Male",65,30,99,8,10,9,8,6,6,35000,0,0,1,2,0,1,2,0.00486176099538475,-1.11215255182321,-0.98063089969857,1.64092722406997,1.5722426377044,1.76008355756604,0.215315315310994,-0.779839558814468,-0.608017205368183,0.729218873512679,1,2,"Low Risk",0.594187582562748,"Not Applicable",1,5,0,1,0,1,0,1
215000,8,"Male",45,70,124,5,9,6,6,5,3,30000,1,0,1,5,1,4,4,-0.907690777838306,0.66363336794895,0.405869661788948,0.834498423342269,-0.627113793110829,1.23909055384954,1.86883211808467,0.021156797580425,0.748999776076467,2.1845813696218,3,0,"High Risk",0.115455746367239,"Non-Resilient",1,5,0,1,0,1,1,0
216000,10,"Male",50,65,110,6,8,5,7,5,5,39000,0,0,1,4,2,5,3,-0.679552643129884,0.44166012797743,-0.370570652644062,0.834498423342269,0.839123827432658,2.17687796053924,1.31765985049345,0.822153153975318,1.20133876989135,1.45690012156724,4,0,"High Risk",0.365653896961691,"Non-Resilient",1,5,0,1,0,1,0,1
219000,8,"Male",70,70,135,9,10,4,9,4,3,16000,1,0,1,1,0,6,1,0.232999895703807,0.66363336794895,1.01592990884346,0.0280696226145673,-0.627113793110829,-0.219689856556662,-0.335856952280232,-0.779839558814468,1.65367776370623,0.00153762545811847,1,1,"Moderate Risk",0.115455746367239,"Non-Resilient",1,4,0,1,0,1,1,0
224000,7,"Male",55,30,103,7,9,4,8,3,2,18000,0,0,0,3,1,6,2,-0.451414508421461,-1.11215255182321,-0.758790809860567,-0.778359178113134,-1.36023260338257,-0.011292655070062,0.766487582902221,0.021156797580425,1.65367776370623,0.729218873512679,3,0,"High Risk",0.0470277410832233,"Non-Resilient",1,4,0,1,1,0,1,0
228000,12,"Male",85,95,140,10,10,10,8,4,3,44000,0,1,0,0,0,0,2,0.917414299829076,1.77349956780655,1.29323002114096,0.0280696226145673,-0.627113793110829,2.69787096425574,-0.887029219871459,-0.779839558814468,-1.06035619918307,0.729218873512679,1,3,"Low Risk",0.88560105680317,"Not Applicable",1,5,0,1,0,1,1,0
231000,9,"Male",60,65,103,10,9,5,10,6,5,26000,0,1,0,0,1,5,0,-0.223276373713038,0.44166012797743,-0.758790809860567,1.64092722406997,0.839123827432658,0.822296150876338,-0.887029219871459,0.021156797580425,1.20133876989135,-0.726143622596442,1,2,"Low Risk",0.229854689564069,"Not Applicable",1,5,0,1,0,1,0,1
234000,10,"Male",35,35,103,6,10,7,10,5,2,30000,0,0,0,4,0,3,0,-1.36396704725515,-0.890179311851689,-0.758790809860567,0.834498423342269,-1.36023260338257,1.23909055384954,1.31765985049345,-0.779839558814468,0.296660782261584,-0.726143622596442,1,2,"Low Risk",0.365653896961691,"Not Applicable",1,5,0,1,0,1,1,0
235000,8,"Male",80,35,95,9,10,9,10,2,2,19000,0,0,0,1,0,1,0,0.689276165120653,-0.890179311851689,-1.20247098953657,-1.58478797884084,-1.36023260338257,0.092905945673238,-0.335856952280232,-0.779839558814468,-0.608017205368183,-0.726143622596442,0,3,"Low Risk",0.115455746367239,"Not Applicable",1,4,0,1,1,0,1,0
242000,12,"Male",95,90,140,9,10,10,9,5,3,24000,0,0,1,1,0,0,1,1.37369056924592,1.55152632783503,1.29323002114096,0.834498423342269,-0.627113793110829,0.613898949389738,-0.335856952280232,-0.779839558814468,-1.06035619918307,0.00153762545811847,0,2,"Low Risk",0.88560105680317,"Not Applicable",1,5,0,1,0,1,1,0
243000,11,"Male",85,85,145,10,10,9,9,6,3,30000,0,0,0,0,0,1,1,0.917414299829076,1.32955308786351,1.57053013343846,1.64092722406997,-0.627113793110829,1.23909055384954,-0.887029219871459,-0.779839558814468,-0.608017205368183,0.00153762545811847,0,3,"Low Risk",0.594187582562748,"Not Applicable",1,5,0,1,0,1,1,0
244000,10,"Male",85,70,110,5,8,5,9,6,4,27000,0,0,0,5,2,5,1,0.917414299829076,0.66363336794895,-0.370570652644062,1.64092722406997,0.106005017160914,0.926494751619638,1.86883211808467,0.822153153975318,1.20133876989135,0.00153762545811847,3,0,"High Risk",0.365653896961691,"Non-Resilient",1,5,0,1,0,1,0,1
248000,11,"Male",80,80,110,10,10,10,10,5,3,38000,0,0,1,0,0,0,0,0.689276165120653,1.10757984789199,-0.370570652644062,0.834498423342269,-0.627113793110829,2.07267935979594,-0.887029219871459,-0.779839558814468,-1.06035619918307,-0.726143622596442,0,4,"Low Risk",0.594187582562748,"Not Applicable",1,5,0,1,0,1,1,0
249000,10,"Male",50,50,114,5,7,8,7,3,3,20000,0,0,0,5,3,2,3,-0.679552643129884,-0.22425959193713,-0.148730562806059,-0.778359178113134,-0.627113793110829,0.197104546416538,1.86883211808467,1.62314951037021,-0.1556782115533,1.45690012156724,3,0,"High Risk",0.365653896961691,"Non-Resilient",1,4,0,1,1,0,1,0
250000,10,"Male",40,45,99,10,10,10,8,2,4,18000,1,0,1,0,0,0,2,-1.13582891254673,-0.44623283190865,-0.98063089969857,-1.58478797884084,0.106005017160914,-0.011292655070062,-0.887029219871459,-0.779839558814468,-1.06035619918307,0.729218873512679,1,3,"Low Risk",0.365653896961691,"Not Applicable",1,4,0,1,1,0,0,1
252000,8,"Male",70,35,121,7,10,10,6,2,4,26000,0,0,0,3,0,0,4,0.232999895703807,-0.890179311851689,0.239489594410446,-1.58478797884084,0.106005017160914,0.822296150876338,0.766487582902221,-0.779839558814468,-1.06035619918307,2.1845813696218,2,2,"High Risk",0.115455746367239,"Non-Resilient",1,5,0,1,1,0,0,1
256000,10,"Male",80,55,99,9,10,10,9,2,2,33000,0,0,0,1,0,0,1,0.689276165120653,-0.00228635196560979,-0.98063089969857,-1.58478797884084,-1.36023260338257,1.55168635607944,-0.335856952280232,-0.779839558814468,-1.06035619918307,0.00153762545811847,0,2,"Low Risk",0.365653896961691,"Not Applicable",1,5,0,1,1,0,1,0
257000,12,"Male",100,75,117,7,10,8,4,5,5,22000,0,0,0,3,0,2,6,1.60182870395434,0.88560660792047,0.017649504572443,0.834498423342269,0.839123827432658,0.405501747903138,0.766487582902221,-0.779839558814468,-0.1556782115533,3.63994386573092,2,1,"High Risk",0.88560105680317,"Resilient",1,4,0,1,0,1,0,1
261000,8,"Male",55,20,103,10,9,8,10,4,2,14000,0,0,0,0,1,2,0,-0.451414508421461,-1.55609903176625,-0.758790809860567,0.0280696226145673,-1.36023260338257,-0.428087058043262,-0.887029219871459,0.021156797580425,-0.1556782115533,-0.726143622596442,0,2,"Low Risk",0.115455746367239,"Not Applicable",1,3,1,0,0,1,1,0
262000,9,"Male",60,50,95,8,10,8,9,3,4,10000,0,0,0,2,0,2,1,-0.223276373713038,-0.22425959193713,-1.20247098953657,-0.778359178113134,0.106005017160914,-0.844881461016462,0.215315315310994,-0.779839558814468,-0.1556782115533,0.00153762545811847,0,1,"Moderate Risk",0.229854689564069,"Non-Resilient",1,2,1,0,1,0,0,1
266000,10,"Male",95,70,110,10,9,9,7,3,6,30000,0,0,1,0,1,1,3,1.37369056924592,0.66363336794895,-0.370570652644062,-0.778359178113134,1.5722426377044,1.23909055384954,-0.887029219871459,0.021156797580425,-0.608017205368183,1.45690012156724,1,2,"Low Risk",0.365653896961691,"Not Applicable",1,5,0,1,1,0,0,1
268000,11,"Male",100,85,145,9,9,8,9,3,4,26000,0,0,1,1,1,2,1,1.60182870395434,1.32955308786351,1.57053013343846,-0.778359178113134,0.106005017160914,0.822296150876338,-0.335856952280232,0.021156797580425,-0.1556782115533,0.00153762545811847,0,0,"Moderate Risk",0.594187582562748,"Non-Resilient",1,5,0,1,1,0,0,1
271000,7,"Male",70,15,129,5,9,6,8,5,5,29000,0,0,1,5,1,4,2,0.232999895703807,-1.77807227173777,0.683169774086452,0.834498423342269,0.839123827432658,1.13489195310624,1.86883211808467,0.021156797580425,0.748999776076467,0.729218873512679,3,0,"High Risk",0.0470277410832233,"Non-Resilient",1,5,0,1,0,1,0,1
274000,11,"Male",95,65,140,4,9,9,9,4,3,19000,0,1,1,6,1,1,1,1.37369056924592,0.44166012797743,1.29323002114096,0.0280696226145673,-0.627113793110829,0.092905945673238,2.4200043856759,0.021156797580425,-0.608017205368183,0.00153762545811847,1,1,"Moderate Risk",0.594187582562748,"Non-Resilient",1,4,0,1,0,1,1,0
275000,9,"Male",50,55,103,2,7,0,7,5,3,18000,0,0,1,8,3,10,3,-0.679552643129884,-0.00228635196560979,-0.758790809860567,0.834498423342269,-0.627113793110829,-0.011292655070062,3.52234892085835,1.62314951037021,3.46303373896577,1.45690012156724,4,0,"High Risk",0.229854689564069,"Non-Resilient",1,4,0,1,0,1,1,0
280000,11,"Male",75,55,99,10,9,9,7,4,3,25000,0,0,1,0,1,1,3,0.46113803041223,-0.00228635196560979,-0.98063089969857,0.0280696226145673,-0.627113793110829,0.718097550133038,-0.887029219871459,0.021156797580425,-0.608017205368183,1.45690012156724,1,2,"Low Risk",0.594187582562748,"Not Applicable",1,5,0,1,0,1,1,0
281000,7,"Male",50,35,99,5,9,4,10,4,4,10000,0,0,1,5,1,6,0,-0.679552643129884,-0.890179311851689,-0.98063089969857,0.0280696226145673,0.106005017160914,-0.844881461016462,1.86883211808467,0.021156797580425,1.65367776370623,-0.726143622596442,2,1,"High Risk",0.0470277410832233,"Non-Resilient",1,2,1,0,0,1,0,1
289000,12,"Male",100,100,131,9,9,10,8,6,6,18000,1,0,1,1,1,0,2,1.60182870395434,1.99547280777807,0.794089819005453,1.64092722406997,1.5722426377044,-0.011292655070062,-0.335856952280232,0.021156797580425,-1.06035619918307,0.729218873512679,1,1,"Moderate Risk",0.88560105680317,"Resilient",1,4,0,1,0,1,0,1
291000,11,"Male",95,75,129,10,10,9,10,4,4,21000,0,0,0,0,0,1,0,1.37369056924592,0.88560660792047,0.683169774086452,0.0280696226145673,0.106005017160914,0.301303147159838,-0.887029219871459,-0.779839558814468,-0.608017205368183,-0.726143622596442,0,4,"Low Risk",0.594187582562748,"Not Applicable",1,4,0,1,0,1,0,1
293000,12,"Male",100,95,129,10,10,10,10,5,6,34000,0,0,1,0,0,0,0,1.60182870395434,1.77349956780655,0.683169774086452,0.834498423342269,1.5722426377044,1.65588495682274,-0.887029219871459,-0.779839558814468,-1.06035619918307,-0.726143622596442,0,4,"Low Risk",0.88560105680317,"Not Applicable",1,5,0,1,0,1,0,1
295000,10,"Male",75,70,124,10,10,10,9,3,2,21000,0,0,0,0,0,0,1,0.46113803041223,0.66363336794895,0.405869661788948,-0.778359178113134,-1.36023260338257,0.301303147159838,-0.887029219871459,-0.779839558814468,-1.06035619918307,0.00153762545811847,0,3,"Low Risk",0.365653896961691,"Not Applicable",1,4,0,1,1,0,1,0
296000,6,"Male",45,45,107,10,8,6,10,4,4,15000,1,0,1,0,2,4,0,-0.907690777838306,-0.44623283190865,-0.536950720022564,0.0280696226145673,0.106005017160914,-0.323888457299962,-0.887029219871459,0.822153153975318,0.748999776076467,-0.726143622596442,2,2,"High Risk",0.0105680317040951,"Non-Resilient",1,3,1,0,0,1,0,1
299000,11,"Male",50,35,107,10,9,6,10,5,5,22000,0,0,0,0,1,4,0,-0.679552643129884,-0.890179311851689,-0.536950720022564,0.834498423342269,0.839123827432658,0.405501747903138,-0.887029219871459,0.021156797580425,0.748999776076467,-0.726143622596442,1,2,"Low Risk",0.594187582562748,"Not Applicable",1,4,0,1,0,1,0,1
3e+05,12,"Male",75,80,135,10,10,10,10,3,3,13000,1,0,1,0,0,0,0,0.46113803041223,1.10757984789199,1.01592990884346,-0.778359178113134,-0.627113793110829,-0.532285658786562,-0.887029219871459,-0.779839558814468,-1.06035619918307,-0.726143622596442,0,4,"Low Risk",0.88560105680317,"Not Applicable",1,3,1,0,1,0,1,0
301000,10,"Male",90,85,121,10,10,8,10,5,3,13000,0,0,0,0,0,2,0,1.1455524345375,1.32955308786351,0.239489594410446,0.834498423342269,-0.627113793110829,-0.532285658786562,-0.887029219871459,-0.779839558814468,-0.1556782115533,-0.726143622596442,0,3,"Low Risk",0.365653896961691,"Not Applicable",1,3,1,0,0,1,1,0
308000,10,"Male",80,80,124,10,10,10,8,5,4,27000,0,1,1,0,0,0,2,0.689276165120653,1.10757984789199,0.405869661788948,0.834498423342269,0.106005017160914,0.926494751619638,-0.887029219871459,-0.779839558814468,-1.06035619918307,0.729218873512679,1,3,"Low Risk",0.365653896961691,"Not Applicable",1,5,0,1,0,1,0,1
310000,10,"Male",85,70,129,8,10,5,9,3,3,24000,0,0,1,2,0,5,1,0.917414299829076,0.66363336794895,0.683169774086452,-0.778359178113134,-0.627113793110829,0.613898949389738,0.215315315310994,-0.779839558814468,1.20133876989135,0.00153762545811847,1,1,"Moderate Risk",0.365653896961691,"Non-Resilient",1,5,0,1,1,0,1,0
314000,11,"Male",55,75,154,8,10,9,10,3,2,9000,0,0,0,2,0,1,0,-0.451414508421461,0.88560660792047,2.06967033557397,-0.778359178113134,-1.36023260338257,-0.949080061759762,0.215315315310994,-0.779839558814468,-0.608017205368183,-0.726143622596442,0,3,"Low Risk",0.594187582562748,"Not Applicable",1,1,1,0,1,0,1,0
319000,9,"Male",75,50,103,8,9,8,8,3,4,16000,0,0,0,2,1,2,2,0.46113803041223,-0.22425959193713,-0.758790809860567,-0.778359178113134,0.106005017160914,-0.219689856556662,0.215315315310994,0.021156797580425,-0.1556782115533,0.729218873512679,1,0,"Moderate Risk",0.229854689564069,"Non-Resilient",1,3,1,0,1,0,0,1
320000,9,"Male",60,65,110,8,10,9,10,5,4,10000,0,0,1,2,0,1,0,-0.223276373713038,0.44166012797743,-0.370570652644062,0.834498423342269,0.106005017160914,-0.844881461016462,0.215315315310994,-0.779839558814468,-0.608017205368183,-0.726143622596442,0,3,"Low Risk",0.229854689564069,"Not Applicable",1,2,1,0,0,1,0,1
323000,10,"Male",95,50,103,10,8,7,8,3,2,11000,1,0,1,0,2,3,2,1.37369056924592,-0.22425959193713,-0.758790809860567,-0.778359178113134,-1.36023260338257,-0.740682860273162,-0.887029219871459,0.822153153975318,0.296660782261584,0.729218873512679,2,1,"High Risk",0.365653896961691,"Non-Resilient",1,2,1,0,1,0,1,0
327000,10,"Male",65,60,121,8,8,6,9,2,3,11000,0,0,0,2,2,4,1,0.00486176099538475,0.21968688800591,0.239489594410446,-1.58478797884084,-0.627113793110829,-0.740682860273162,0.215315315310994,0.822153153975318,0.748999776076467,0.00153762545811847,2,0,"High Risk",0.365653896961691,"Non-Resilient",1,2,1,0,1,0,1,0
329000,10,"Male",75,75,121,4,5,1,6,3,2,15000,0,0,0,6,5,9,4,0.46113803041223,0.88560660792047,0.239489594410446,-0.778359178113134,-1.36023260338257,-0.323888457299962,2.4200043856759,3.22514222316,3.01069474515088,2.1845813696218,4,0,"High Risk",0.365653896961691,"Non-Resilient",1,3,1,0,1,0,1,0
330000,11,"Male",80,85,110,10,10,9,10,5,1,24000,0,0,0,0,0,1,0,0.689276165120653,1.32955308786351,-0.370570652644062,0.834498423342269,-2.09335141365432,0.613898949389738,-0.887029219871459,-0.779839558814468,-0.608017205368183,-0.726143622596442,0,4,"Low Risk",0.594187582562748,"Not Applicable",1,5,0,1,0,1,1,0
