"ID","LC_Did_English","Did_Maths","LC_Maths_Level","LC_English_Level","LC_Maths_Points","LC_English_Points","TIPI_Agreeable_YP_W4","TIPI_EmoStab_YP_W4","TIPI_Cons_YP_W4","TIPI_Extra_YP_W4","TIPI_Open_YP_W4","CognitiveNamingFruit_W4","TIPI_Agreeable_PCG_W4","TIPI_EmoStab_PCG_W4","TIPI_Cons_PCG_W4","TIPI_Extra_PCG_W4","TIPI_Open_PCG_W4","Grinds_All_Subjects_W4","Grinds_English_W4","Grinds_Maths_W4","TIPI_Extra_YP_W3","TIPI_Agreeable_YP_W3","TIPI_Cons_YP_W3","TIPI_EmoStab_YP_W3","TIPI_Open_YP_W3","TIPI_Extra_PCG_W3","TIPI_Agreeable_PCG_W3","TIPI_Cons_PCG_W3","TIPI_EmoStab_PCG_W3","TIPI_Open_PCG_W3","TIPI_Extra_SCG_W3","TIPI_Agreeable_SCG_W3","TIPI_Cons_SCG_W3","TIPI_EmoStab_SCG_W3","TIPI_Open_SCG_W3","SDQ_Emo_PCG_W3","SDQ_Conduct_PCG_W3","SDQ_Hyper_PCG_W3","SDQ_Peer_PCG_W3","SDQ_Emo_SCG_W3","SDQ_Conduct_SCG_W3","SDQ_Hyper_SCG_W3","SDQ_Peer_SCG_W3","Cog_Naming_Total_W3","Cog_Maths_Total_W3","Cog_Vocabulary_W3","Gender_YP_W3","PCG_Educ_W3","SCG_Educ_W3","Income_Quin_Eq_W3","DEIS_W3","School_Type_W3","Number_Boys_School_W3","Number_Girls_School_W3","SDQ_Emo_Res_PCG_W3","SDQ_Good_Conduct_PCG_W3","SDQ_Focus_Behav_PCG_W3","SDQ_Posi_Peer_PCG_W3","SDQ_Emo_Res_SCG_W3","SDQ_Good_Conduct_SCG_W3","SDQ_Focus_Behav_SCG_W3","SDQ_Posi_Peer_SCG_W3","Fee_Paying_W3","Non_Fee_Paying_W3","Vocational_W3","Community_College_W3","Comprehensive_School_W3","School_Gender_Type","Girls_Only_School","Boys_Only_School","Mixed_School","School_Gender_Type_W3","Girls_Only_School_W3","Boys_Only_School_W3","Mixed_W3","JC_English_Points","Cog_VR_W2","Cog_NA_W2","Cog_Matrices_W2","SDQ_Emo_Res_PCG_W2","SDQ_Good_Conduct_PCG_W2","SDQ_Focus_Behav_PCG_W2","SDQ_Posi_Peer_PCG_W2","PCG_Educ_W2","SCG_Educ_W2","Income_Quin_Eq_W2","JC_Maths_Points","TIPI_Agreeable_PCG_W2","TIPI_Cons_PCG_W2","TIPI_EmoStab_PCG_W2","TIPI_Extra_PCG_W2","TIPI_Open_PCG_W2","DEIS_W2","Fee_Paying_W2","Mixed_W2","Gender_YP_W2"
105000,1,1,"Higher","Higher",37,37,4.5,4.5,4,6,7,9,NA,NA,NA,NA,NA,1,1,1,6.5,4.5,4,6,6.5,6,3.5,4.5,6.5,7,NA,NA,NA,NA,NA,0,2,2,0,NA,NA,NA,NA,28,2,6,1,6,NA,4,0,1,5,0,10,7,8,10,NA,NA,NA,NA,1,0,0,0,0,"Boys Only",0,1,0,"Boys Only",0,1,0,10,70,75,117,10,10,7,10,6,NA,5,10,7,0.5,3.5,4,2,0,1,0,1
106000,NA,NA,NA,NA,NA,NA,4,3,1.5,3.5,5.5,14,6.5,4,7,7,3.5,0,NA,NA,6,5.5,4.5,5.5,3.5,4,1.5,1,1,4,NA,NA,NA,NA,NA,7,0,7,10,NA,NA,NA,NA,21,2,7,1,1,NA,1,0,5,5,3,3,9,3,0,NA,NA,NA,NA,0,0,0,0,1,"Mixed",0,0,1,"Mixed",0,0,1,7,45,0,95,4,9,2,1,2,NA,3,4,3.5,0.5,1.5,4,6,0,0,1,1
108000,1,1,"Ordinary","Higher",25,25,5.5,3,4.5,4,5.5,11,6.5,6.5,4.5,6,6.5,1,NA,NA,4,4.5,4.5,2.5,5.5,4,5.5,2,6,6,4,5,4.5,4.5,7,2,0,4,4,3,1,5,1,20,2,10,1,4,2,4,0,2,5,0,8,9,6,6,7,8,5,9,0,1,0,0,0,"Boys Only",0,1,0,"Boys Only",0,1,0,10,95,30,97,9,7,2,9,4,2,2,10,2,2.5,5.5,7,3,0,0,0,1
111000,1,1,"Higher","Higher",81,81,3.5,6,5.5,2,4.5,9,NA,NA,NA,NA,NA,0,0,1,2.5,3.5,4,5.5,5,3,6,4.5,5.5,5,4,4,4.5,4.5,7,2,0,1,3,0,0,1,1,22,4,4,1,4,2,3,0,3,4,3,8,9,9,7,10,9,9,9,0,0,1,0,0,"Mixed",0,0,1,"Mixed",0,0,1,10,70,80,114,9,10,10,8,5,2,3,11,2.5,1.5,3,4.5,6,0,0,1,1
112000,1,1,"Ordinary","Ordinary/Foundation",56,NA,4,6.5,5,5,6.5,7,NA,NA,NA,NA,NA,1,1,0,5.5,3.5,5,7,7,3.5,4,3.5,2,4,2.5,6,4,7,4.5,2,3,4,1,0,1,3,0,19,3,9,1,3,2,5,0,3,4,3,8,6,6,9,10,8,7,10,0,0,1,0,0,"Mixed",0,0,1,"Mixed",0,0,1,7,55,50,114,6,9,3,10,3,3,3,9,5,1,2,2.5,1,0,0,1,1
117000,1,1,"Ordinary","Ordinary/Foundation",35,35,6,5.5,5.5,6,6.5,11,5.5,6.5,5.5,5.5,6,0,NA,NA,4.5,4.5,4,5.5,5.5,3.5,5.5,5.5,6,4,NA,NA,NA,NA,NA,0,0,2,1,NA,NA,NA,NA,18,4,5,1,3,NA,3,0,2,5,5,10,9,8,9,NA,NA,NA,NA,0,1,0,0,0,"Mixed",0,0,1,"Mixed",0,0,1,8,50,65,117,9,9,5,8,3,NA,3,10,6,4.5,1.5,2,5.5,NA,NA,NA,1
121000,1,1,"Ordinary","Higher",50,50,5.5,6.5,5.5,6.5,7,16,NA,NA,NA,NA,NA,1,NA,NA,5,5.5,5,7,6.5,6,6.5,4,6.5,7,6.5,6,4.5,6,6.5,0,1,0,1,3,1,5,0,32,3,11,1,4,4,4,NA,NA,NA,NA,10,8,10,9,7,8,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,95,40,117,9,7,8,8,4,4,1,9,2.5,1,1.5,5.5,2.5,0,0,1,1
123000,1,1,"Ordinary","Higher",37,37,6.5,4.5,5,6,7,10,NA,NA,NA,NA,NA,0,NA,NA,5,7,3,2,6.5,4.5,5,3.5,4.5,4.5,NA,NA,NA,NA,NA,1,2,4,2,NA,NA,NA,NA,27,4,14,1,3,NA,3,0,4,2,2,9,7,6,8,NA,NA,NA,NA,0,0,0,1,0,"Mixed",0,0,1,"Mixed",0,0,1,10,90,100,124,9,9,4,9,3,NA,2,10,5,4,1,3,2.5,0,0,1,1
124000,1,1,"Ordinary","Higher",45,45,4,5.5,5,5,5.5,22,7,4,7,5,5,1,NA,NA,6,5.5,4.5,4.5,5,6,6,1.5,4,5.5,7,7,4,5.5,4,3,0,7,5,2,0,4,2,36,3,13,1,3,3,3,0,2,5,0,7,9,3,5,8,9,6,8,0,1,0,0,0,"Boys Only",0,1,0,"Boys Only",0,1,0,9,90,50,121,9,10,1,6,3,3,2,9,7,0.5,1,7,5,0,0,0,1
126000,1,1,"Higher","Higher",115,NA,4,5,5,6,5,16,5.5,6,6.5,3.5,5,1,NA,NA,5.5,1.5,6,4.5,3.5,4,6,6,6.5,5,6.5,6.5,6.5,6.5,4,0,2,4,0,0,0,2,0,24,3,13,1,6,6,4,0,1,NA,NA,10,7,6,10,10,9,8,10,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,12,85,70,124,10,9,8,10,6,4,5,12,5,7,3,3.5,6.5,0,1,NA,1
129000,1,1,"Higher","Higher",91,91,3.5,6,4,3,4,11,7,7,7,4,7,1,0,1,4.5,3,5,6,4.5,3.5,7,5.5,7,6.5,NA,NA,NA,NA,NA,0,0,2,0,NA,NA,NA,NA,15,3,8,1,3,NA,5,0,2,5,0,10,9,8,10,NA,NA,NA,NA,0,1,0,0,0,"Boys Only",0,1,0,"Boys Only",0,1,0,11,65,40,110,9,10,5,10,4,NA,5,11,7,4.5,3.5,1,2,0,0,0,1
130000,1,1,"Higher","Higher",102,NA,2.5,4,6,1,3.5,11,5,5.5,5.5,4,6,1,0,1,3,4,5.5,3.5,4.5,3,4.5,5,3,4.5,1.5,2.5,5.5,2,4,5,2,2,2,7,4,7,2,19,3,12,1,6,5,4,0,1,NA,NA,5,7,8,8,3,5,3,8,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,10,75,80,129,10,9,9,9,6,4,5,12,7,3.5,7,4,3.5,0,1,NA,1
131000,1,1,"Ordinary","Ordinary/Foundation",15,15,4.5,2.5,4,5.5,4.5,16,6.5,6,4,4,6,0,0,1,6.5,4,6,4,5,5.5,7,6.5,6,6,NA,NA,NA,NA,NA,2,0,3,1,NA,NA,NA,NA,20,3,9,1,4,NA,3,1,3,2,1,8,9,7,9,NA,NA,NA,NA,0,0,1,0,0,"Mixed",0,0,1,"Mixed",0,0,1,8,45,35,95,2,9,9,9,5,NA,4,7,6.5,1,0.5,6.5,6.5,1,0,1,1
132000,1,1,"Higher","Higher",102,NA,5,1.5,4,3.5,6,20,4,4.5,4.5,5.5,4.5,0,NA,NA,5,4,2.5,3.5,6,2,4,2.5,2,6,NA,NA,NA,NA,NA,7,2,6,3,NA,NA,NA,NA,19,4,12,1,6,NA,5,NA,NA,NA,NA,3,7,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,95,90,121,5,9,3,8,6,NA,5,9,3,4,3,2.5,3,0,0,1,1
133000,1,1,"Higher","Higher",102,NA,7,5.5,7,4,7,21,7,5,4.5,5,5,1,NA,NA,4.5,6,6,5,6,2,6.5,5,4,3,2.5,4.5,5,4.5,2,3,0,0,1,0,2,3,0,16,3,9,1,4,3,4,0,5,5,0,7,9,10,9,10,7,7,10,0,0,0,0,1,"Boys Only",0,1,0,"Boys Only",0,1,0,10,55,85,110,8,10,10,10,4,3,4,11,7,1,3,3,5,0,0,0,1
134000,1,1,"Higher","Higher",81,81,4.5,5,4,2,7,17,NA,NA,NA,NA,NA,0,0,0,2,4,6,3,6.5,2,7,6.5,5,6,3,7,7,7,7,2,0,1,3,2,0,4,2,24,2,12,1,5,5,4,0,2,5,0,8,9,9,7,8,9,6,8,0,1,0,0,0,"Boys Only",0,1,0,"Boys Only",0,1,0,11,80,90,124,8,10,8,10,5,5,4,10,5,1.5,1.5,1,4,0,0,0,1
140000,1,1,"Higher","Higher",NA,NA,3.5,5.5,4.5,6,4.5,14,6,5,4.5,4,3,0,NA,NA,7,4.5,7,7,7,4,6.5,3,5,6,NA,NA,NA,NA,NA,2,1,4,0,NA,NA,NA,NA,28,4,10,1,3,NA,3,0,4,5,1,8,8,6,10,NA,NA,NA,NA,0,0,0,1,0,"Mixed",0,0,1,"Mixed",0,0,1,8,55,60,117,7,9,10,10,3,NA,3,11,3,5,2.5,7,6.5,0,0,1,1
143000,1,1,"Higher","Higher",113,NA,6,6,6,6,5.5,14,5,6.5,7,6.5,7,0,NA,NA,3.5,3.5,5.5,5.5,5,5.5,7,7,7,7,4,7,7,7,4.5,0,1,0,2,0,0,0,2,25,2,8,1,3,5,3,0,2,5,0,10,8,10,8,10,9,10,8,0,1,0,0,0,"Boys Only",0,1,0,"Boys Only",0,1,0,12,90,45,124,10,10,9,8,4,5,3,11,7,5,7,4.5,6.5,0,0,0,1
146000,1,1,"Ordinary","Higher",37,37,7,7,6,3,5.5,12,6,6.5,5.5,2.5,5,1,0,1,2.5,5.5,7,7,7,3.5,7,7,6,4.5,2,6,6.5,6.5,4.5,1,0,5,2,0,1,0,2,21,4,7,1,3,2,1,0,2,5,0,9,9,5,8,10,8,10,8,0,1,0,0,0,"Boys Only",0,1,0,"Boys Only",0,1,0,9,40,85,161,10,10,9,9,3,2,5,10,7,7,7,7,6.5,0,0,0,1
147000,1,1,"Ordinary","Ordinary/Foundation",40,40,3,4.5,6.5,4,3.5,10,7,5,7,6,6,1,0,1,3.5,3.5,6,5.5,6,4,6,3,6.5,4.5,NA,NA,NA,NA,NA,2,0,1,0,NA,NA,NA,NA,15,2,5,1,5,NA,4,0,2,5,0,8,9,9,10,NA,NA,NA,NA,0,1,0,0,0,"Boys Only",0,1,0,"Boys Only",0,1,0,9,80,55,99,5,8,6,8,5,NA,2,9,7,3,5,5.5,4,0,0,0,1
148000,1,1,"Ordinary","Higher",40,40,3.5,6,4.5,5,4.5,12,6,4.5,6.5,3.5,4,1,NA,NA,3.5,3.5,4.5,6,4,3.5,6.5,4,6.5,5,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,18,4,10,1,3,NA,2,0,5,5,5,9,8,9,8,NA,NA,NA,NA,0,0,0,0,1,"Mixed",0,0,1,"Mixed",0,0,1,10,65,25,110,7,9,9,10,3,NA,1,9,3.5,0.5,4,3,5,0,0,1,1
152000,1,1,"Ordinary","Higher",46,46,3.5,3,2,6,6.5,12,4.5,4,6,4,4.5,1,NA,NA,4.5,6,3.5,7,6.5,6.5,7,4,6.5,5,7,3.5,4.5,7,5.5,1,0,7,0,1,0,3,0,30,4,6,1,5,4,4,0,4,5,5,9,9,3,10,9,9,7,10,0,0,0,1,0,"Mixed",0,0,1,"Mixed",0,0,1,11,60,45,114,10,9,2,10,5,NA,4,11,3,1,5.5,2.5,5,0,0,1,1
154000,1,1,"Ordinary","Higher",46,46,4.5,6.5,4.5,3.5,5,17,7,4,7,1,7,1,NA,NA,2.5,6.5,5,7,2.5,2,7,3.5,6,4,NA,NA,NA,NA,NA,2,0,3,1,NA,NA,NA,NA,29,3,11,1,5,NA,4,0,1,5,4,8,9,7,9,NA,NA,NA,NA,1,0,0,0,0,"Mixed",0,0,1,"Mixed",0,0,1,10,70,60,117,5,9,8,10,5,NA,4,9,6,1,4,3.5,5,0,1,1,1
155000,1,1,"Ordinary","Ordinary/Foundation",20,20,6,7,6.5,6.5,7,14,7,7,4.5,2,5.5,0,NA,NA,3,4.5,4.5,7,5.5,6,6,4.5,5.5,3.5,4,7,4.5,6,5,2,0,1,2,0,0,1,1,19,3,7,1,1,2,3,1,3,4,2,8,9,9,8,10,9,9,9,0,0,1,0,0,"Mixed",0,0,1,"Mixed",0,0,1,8,55,25,117,9,10,10,9,2,NA,3,7,4,4.5,4,5,3,1,0,1,1
157000,1,1,"Foundation","Ordinary/Foundation",NA,NA,4.5,4,5,4,4.5,13,3.5,2,4.5,5,5,1,NA,NA,4,5,6,5,6,5,4,5,4.5,5.5,NA,NA,NA,NA,NA,5,3,6,2,NA,NA,NA,NA,21,2,8,1,2,NA,4,0,5,5,5,5,6,4,8,NA,NA,NA,NA,0,0,0,0,1,"Mixed",0,0,1,"Mixed",0,0,1,9,60,55,117,4,9,7,8,2,NA,5,6,4,4.5,3,1.5,6,0,0,1,1
158000,1,1,"Ordinary","Ordinary/Foundation",NA,NA,3.5,5.5,5,4.5,5,11,NA,NA,NA,NA,NA,1,0,1,4.5,5,5.5,7,5,7,4,4,6.5,7,NA,NA,NA,NA,NA,1,2,2,0,NA,NA,NA,NA,13,2,10,1,4,NA,1,0,5,5,5,9,7,8,10,NA,NA,NA,NA,0,0,0,0,1,"Mixed",0,0,1,"Mixed",0,0,1,8,65,45,95,9,8,7,10,4,NA,1,8,2,1.5,4,7,3.5,0,0,1,1
159000,1,1,"Higher","Higher",110,NA,6,6.5,7,6,6.5,16,6,4,7,6,6.5,1,0,1,4.5,5,5,6,6,5,6,7,6.5,6.5,6.5,7,7,6.5,7,1,0,1,1,0,0,0,0,26,4,15,1,5,3,NA,NA,NA,NA,NA,9,9,9,9,10,9,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,90,50,117,9,10,9,10,5,3,NA,12,6.5,2.5,3.5,6.5,6.5,0,0,0,1
166000,1,1,"Ordinary","Higher",20,20,5.5,4.5,5.5,2.5,7,NA,6.5,6.5,6.5,4,5.5,1,0,1,4.5,4.5,6.5,4.5,6.5,1.5,4,7,4,6.5,NA,NA,NA,NA,NA,4,3,1,5,NA,NA,NA,NA,21,2,14,1,3,NA,3,0,5,5,5,6,6,9,5,NA,NA,NA,NA,0,0,0,0,1,"Mixed",0,0,1,"Mixed",0,0,1,11,95,80,121,7,9,10,7,3,NA,4,8,7,7,1,3,7,0,0,1,1
175000,1,1,"Foundation","Ordinary/Foundation",0,NA,4,4.5,4.5,4,6,14,5,6.5,7,5,2.5,0,NA,NA,4.5,5.5,5,5,5.5,3.5,7,7,4.5,5.5,NA,NA,NA,NA,NA,2,0,1,3,NA,NA,NA,NA,19,3,7,1,3,NA,2,0,4,4,5,8,9,9,7,NA,NA,NA,NA,0,0,0,1,0,"Mixed",0,0,1,"Mixed",0,0,1,11,55,65,117,9,10,10,7,3,NA,2,7,7,7,4,3,3,0,0,1,1
176000,1,1,"Ordinary","Higher",45,45,5,6.5,6.5,6,6,12,6,7,6.5,4,6.5,1,NA,NA,5,6,5,5,3.5,3,5.5,5,6.5,5,7,6.5,4.5,6.5,7,0,0,3,0,0,0,1,0,12,2,6,1,4,4,5,NA,NA,NA,NA,10,9,7,10,10,9,9,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,40,30,129,10,10,8,9,4,4,5,8,6.5,3.5,3.5,1.5,2.5,0,0,0,1
177000,1,1,"Higher","Higher",125,NA,3,6,5.5,6.5,5.5,24,4,4,7,3.5,5,0,0,1,6,1.5,6.5,6.5,5.5,3,4.5,6,7,5,6,5,4,6.5,6,0,0,0,0,0,0,0,2,31,4,14,1,5,5,5,NA,NA,NA,NA,10,9,10,10,10,9,10,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,100,100,145,10,10,10,6,5,5,5,12,6,7,7,0.5,5,0,1,1,1
178000,1,1,"Higher","Higher",0,0,3.5,2.5,4,6.5,6,12,5.5,3,6,4,5.5,0,NA,NA,7,1.5,1.5,4,5.5,4,4.5,4.5,5.5,6,NA,NA,NA,NA,NA,3,2,6,6,NA,NA,NA,NA,17,4,11,1,5,NA,3,0,2,5,0,7,7,4,4,NA,NA,NA,NA,0,1,0,0,0,"Boys Only",0,1,0,"Boys Only",0,1,0,10,80,100,124,8,10,8,6,5,NA,4,11,5,1.5,1.5,2.5,3,0,0,0,1
179000,1,1,"Higher","Higher",85,85,6,7,5.5,5.5,5.5,10,4.5,4.5,7,2,4,1,NA,NA,6.5,4.5,6,7,7,5,6,5.5,6,7,6.5,6,4,6.5,3,1,1,3,3,0,1,2,4,33,4,16,1,1,3,4,0,5,5,5,9,8,7,7,10,8,8,6,0,0,0,0,1,"Mixed",0,0,1,"Mixed",0,0,1,11,95,50,117,9,10,6,5,2,4,3,11,5,2.5,3,5,3.5,0,0,1,1
190000,1,1,"Ordinary","Higher",60,60,4,6,5.5,6.5,6.5,13,7,6.5,7,5,1.5,0,NA,NA,6.5,3.5,6.5,6,5.5,7,7,7,7,7,7,4,4.5,7,4.5,0,0,0,2,1,0,5,2,23,4,7,1,3,4,3,0,2,5,0,10,9,10,8,9,9,5,8,0,1,0,0,0,"Boys Only",0,1,0,"Boys Only",0,1,0,11,60,65,128,10,10,8,10,3,4,4,9,7,7,5,7,6,0,0,0,1
193000,1,1,"Higher","Higher",100,100,5,6,4.5,3.5,6.5,19,7,7,7,5,4.5,0,NA,NA,6,3.5,6,4,6.5,4.5,6,6.5,5.5,6.5,NA,NA,NA,NA,NA,2,0,1,2,NA,NA,NA,NA,31,2,15,1,6,NA,5,0,2,5,0,8,9,9,8,NA,NA,NA,NA,0,1,0,0,0,"Boys Only",0,1,0,"Boys Only",0,1,0,11,75,55,128,9,10,10,8,5,3,5,11,7,7,6.5,2.5,5.5,0,0,0,1
195000,1,1,"Ordinary","Higher",30,30,3,3.5,6.5,6.5,7,9,7,5.5,6,4.5,5,0,NA,NA,5,4,7,6,6,6,6,6.5,6,6.5,6,5.5,4,6,5,0,1,1,2,2,1,1,3,19,3,12,1,4,5,5,NA,NA,NA,NA,10,8,9,8,8,8,9,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,50,40,18,10,10,8,8,4,5,NA,10,3.5,1.5,3.5,2.5,2.5,0,1,0,1
2e+05,1,1,"Higher","Higher",95,95,3.5,6,5,4.5,7,NA,4,7,7,4,6,1,0,1,3,4.5,4,6,6,4.5,7,5,7,6.5,3.5,5.5,6,6,6.5,3,0,1,4,1,1,2,4,33,4,16,1,4,3,3,0,2,5,0,7,9,9,6,9,8,8,6,0,1,0,0,0,"Boys Only",0,1,0,"Boys Only",0,1,0,10,100,75,145,9,10,9,5,4,3,5,10,3.5,2,6.5,4,5.5,0,0,0,1
201000,1,1,"Ordinary","Higher",45,45,5,6.5,6.5,6,7,12,5.5,6.5,7,6.5,6.5,1,0,1,6,4.5,7,6,5.5,5,7,7,5,7,5,6,7,5,6,2,0,0,1,0,0,0,4,23,2,10,1,3,4,5,0,2,5,0,8,9,10,9,10,9,10,6,0,1,0,0,0,"Boys Only",0,1,0,"Boys Only",0,1,0,10,45,35,95,9,10,10,10,3,4,3,10,7,3,3.5,3,6,0,0,0,1
204000,1,1,"Ordinary","Higher",NA,NA,3.5,2.5,3,3,7,8,4,4,2,4,6,0,NA,NA,2,4,4.5,2,6.5,3.5,4.5,2,1.5,3.5,NA,NA,NA,NA,NA,9,2,6,5,NA,NA,NA,NA,24,1,10,1,3,NA,4,NA,NA,NA,NA,1,7,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,80,40,95,7,9,1,9,3,NA,4,8,1.5,2.5,4,2.5,5.5,0,1,1,1
206000,1,1,"Higher","Higher",110,NA,5,4.5,5,3,5.5,16,6,3.5,6.5,3.5,4.5,1,1,0,2,3.5,7,5.5,6,3.5,6.5,5,5.5,5,4.5,6.5,4,4.5,5.5,2,0,2,0,1,2,4,1,33,4,11,1,6,6,5,0,2,5,0,8,9,8,10,9,7,6,9,0,1,0,0,0,"Boys Only",0,1,0,"Boys Only",0,1,0,11,95,90,131,9,10,10,9,6,6,5,12,3.5,7,5,2,6,0,0,0,1
207000,1,1,"Higher","Higher",75,75,6,6.5,6,5.5,6.5,9,5,5,7,7,6.5,1,NA,NA,5,5.5,6.5,3.5,5.5,5,7,7,5,6,NA,NA,NA,NA,NA,0,0,0,1,NA,NA,NA,NA,18,2,14,1,6,NA,3,0,4,5,5,10,9,10,9,NA,NA,NA,NA,0,0,0,1,0,"Mixed",0,0,1,"Mixed",0,0,1,12,100,60,131,10,10,10,9,6,NA,5,11,7,7,7,5,7,0,0,1,1
208000,1,1,"Higher","Ordinary/Foundation",110,NA,2.5,4,4,6.5,5,19,4.5,4,5,5.5,6,0,NA,NA,6.5,2.5,3.5,4.5,5,6.5,3.5,5,4.5,7,NA,NA,NA,NA,NA,1,2,6,1,NA,NA,NA,NA,31,4,13,1,5,NA,3,0,5,5,3,9,7,4,9,NA,NA,NA,NA,0,0,0,0,1,"Mixed",0,0,1,"Mixed",0,0,1,9,100,95,131,8,6,8,10,5,NA,3,11,1,6,4,3,7,0,0,1,1
212000,1,1,"Ordinary","Higher",50,50,4,5.5,4,6,6,14,5,5,6.5,1.5,4,1,NA,NA,5,3.5,4,4,5.5,4,4,5,4,5,4,4,4.5,3,5,2,2,4,2,2,3,5,2,20,4,13,1,6,5,5,0,1,2,3,8,7,6,8,8,6,5,8,1,0,0,0,0,"Mixed",0,0,1,"Mixed",0,0,1,10,95,80,103,6,9,9,9,6,6,5,10,4.5,4.5,5,5,6.5,0,1,1,1
214000,1,1,"Ordinary","Higher",28,28,5.5,6,4,3,5,13,5.5,6.5,7,3,6.5,0,NA,NA,3.5,5,5,5.5,6,4,7,4.5,6,6.5,NA,NA,NA,NA,NA,1,0,0,2,NA,NA,NA,NA,20,1,5,1,6,NA,NA,NA,NA,NA,NA,9,9,10,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,65,30,99,8,10,9,8,6,6,5,11,3.5,3.5,7,3.5,7,0,0,1,1
215000,1,1,"Ordinary","Ordinary/Foundation",30,30,4.5,5.5,4,5.5,6.5,14,NA,NA,NA,NA,NA,0,NA,NA,4,3.5,4,5,5.5,3.5,5.5,3.5,5.5,4,2,5,3.5,3,3,2,2,4,2,2,3,1,2,19,3,3,1,3,4,5,NA,NA,NA,NA,8,7,6,8,8,6,9,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,45,70,124,5,9,6,6,5,3,5,8,7,3,1,1,4,1,0,1,1
216000,1,1,"Higher","Higher",113,NA,2.5,6,3,1,6.5,10,4,4,6,3.5,2.5,0,NA,NA,4,3.5,4.5,7,5,3.5,4,2.5,4.5,3,3.5,3,4.5,5.5,3,3,1,5,5,2,1,5,4,20,4,9,1,5,5,5,0,4,5,4,7,8,5,5,8,8,5,6,0,0,0,1,0,"Mixed",0,0,1,"Mixed",0,0,1,10,50,65,110,6,8,5,7,5,5,5,10,3.5,3.5,4.5,3,2.5,0,0,1,1
217000,1,1,"Ordinary","Ordinary/Foundation",30,30,5.5,5.5,6.5,5.5,7,13,NA,NA,NA,NA,NA,0,NA,NA,6.5,5.5,6,5.5,5.5,2,7,3.5,3,7,NA,NA,NA,NA,NA,5,2,1,4,NA,NA,NA,NA,20,3,11,1,2,NA,3,NA,NA,NA,NA,5,7,9,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,60,30,117,6,6,5,10,2,NA,1,8,5,4.5,2,1.5,3.5,1,0,1,1
218000,1,1,"Ordinary","Higher",15,15,5,3,4,6,6.5,11,5,5.5,7,4,6.5,0,1,1,7,3,3.5,3.5,7,5.5,7,7,6.5,6.5,3.5,5,1.5,3.5,4.5,1,0,2,0,7,4,8,3,14,1,4,1,3,4,1,0,4,5,4,9,9,8,10,3,5,2,7,0,0,0,1,0,"Mixed",0,0,1,"Mixed",0,0,1,11,65,35,99,10,10,6,10,3,NA,4,7,4,3,3.5,5.5,4,0,0,1,1
219000,1,1,"Ordinary","Higher",30,30,4.5,6,6,5,2.5,14,5,6.5,6.5,6,6,0,NA,NA,7,4,4.5,6.5,7,6.5,7,5.5,7,5.5,NA,NA,NA,NA,NA,0,0,3,0,NA,NA,NA,NA,23,2,8,1,4,NA,4,0,3,5,5,10,9,7,10,NA,NA,NA,NA,0,0,1,0,0,"Mixed",0,0,1,"Mixed",0,0,1,10,70,70,135,9,10,4,9,4,3,4,8,5.5,3.5,6,7,3.5,1,0,1,1
223000,1,1,"Ordinary","Higher",35,35,4.5,1.5,4,2,4.5,20,6,3,3,6.5,7,0,NA,NA,3,6.5,4,4.5,4.5,4.5,5.5,4.5,6.5,6.5,NA,NA,NA,NA,NA,3,1,5,0,NA,NA,NA,NA,26,4,11,1,6,NA,5,0,3,5,0,7,8,5,10,NA,NA,NA,NA,0,0,1,0,0,"Boys Only",0,1,0,"Boys Only",0,1,0,10,80,40,110,9,8,2,7,6,NA,5,9,3,3,3.5,3.5,3,0,0,0,1
228000,1,1,"Higher","Higher",125,NA,5.5,6,7,4,5.5,7,5,5,7,4,5.5,1,NA,NA,4,6,6,6,4.5,3,4.5,7,7,5.5,4,7,6.5,6.5,6,0,0,0,1,1,0,0,2,11,3,11,1,4,3,5,0,1,5,0,10,9,10,9,9,9,10,8,1,0,0,0,0,"Boys Only",0,1,0,"Boys Only",0,1,0,12,85,95,140,10,10,10,8,4,3,5,12,5.5,7,7,2,4,0,1,0,1
