"ID","Maths_points","Gender_factor","Drum_VR_W2_p","Drum_NA_W2_p","BAS_TS_Mat_W2","SDQ_emot_res_PCG_W2","SDQ_good_cond_PCG_W2","SDQ_focused_beha_PCG_W2","SDQ_positive_peer_PCG_W2","PCG_Educ_W2","SCG_Educ_W2","Income_equi","DEIS_binary_W2","Fee_paying_W2","Mixed","SDQ_emot_PCG_W2","SDQ_cond_PCG_W2","SDQ_hyper_PCG_W2","SDQ_peer_PCG_W2","Drum_VR_W2_p_std","Drum_NA_W2_p_std","BAS_TS_Mat_W2_std","PCG_Educ_W2_std","SCG_Educ_W2_std","Income_equi_std","SDQ_emot_PCG_W2_std","SDQ_cond_PCG_W2_std","SDQ_hyper_PCG_W2_std","SDQ_peer_PCG_W2_std","high_sdq_count","low_sdq_count","risk_group","maths_percentile","resilience","gender_binary","Income_equi_quint","low_income","high_income","low_educ_pcg","high_educ_pcg","low_educ_scg","high_educ_scg","Maths_points_jittered"
2180000,10,"Male",35,30,110,8,9,6,7,3,3,14000,0,0,1,2,1,4,3,-1.36396704725515,-1.11215255182321,-0.370570652644062,-0.778359178113134,-0.627113793110829,-0.428087058043262,0.215315315310994,0.021156797580425,0.748999776076467,1.45690012156724,2,0,"High Risk",0.442007926023778,"Non-Resilient",1,3,1,0,1,0,1,0,9.96868142420426
2182000,8,"Male",100,85,131,10,10,9,9,3,3,10000,0,0,1,0,0,1,1,1.60182870395434,1.32955308786351,0.794089819005453,-0.778359178113134,-0.627113793110829,-0.844881461016462,-0.887029219871459,-0.779839558814468,-0.608017205368183,0.00153762545811847,0,3,"Low Risk",0.1667107001321,"Not Applicable",1,2,1,0,1,0,1,0,7.9933355210349
2183000,9,"Male",35,20,107,9,10,7,10,3,3,16000,0,0,1,1,0,3,0,-1.36396704725515,-1.55609903176625,-0.536950720022564,-0.778359178113134,-0.627113793110829,-0.219689856556662,-0.335856952280232,-0.779839558814468,0.296660782261584,-0.726143622596442,0,2,"Low Risk",0.241743725231176,"Not Applicable",1,4,0,1,1,0,1,0,8.921728204377
2185000,10,"Male",30,25,103,9,8,9,4,3,4,14000,0,0,1,1,2,1,6,-1.59210518196357,-1.33412579179473,-0.758790809860567,-0.778359178113134,0.106005017160914,-0.428087058043262,-0.335856952280232,0.822153153975318,-0.608017205368183,3.63994386573092,2,1,"High Risk",0.414531043593131,"Non-Resilient",1,3,1,0,1,0,0,1,9.94587427834049
2186000,11,"Male",65,45,110,5,7,9,8,4,3,29000,0,0,1,5,3,1,2,0.00486176099538475,-0.44623283190865,-0.370570652644062,0.0280696226145673,-0.627113793110829,1.13489195310624,1.86883211808467,1.62314951037021,-0.608017205368183,0.729218873512679,3,1,"High Risk",0.706208718626156,"Resilient",1,5,0,1,0,1,1,0,10.9749748508912
2187000,8,"Male",70,25,99,6,9,6,9,5,3,9000,0,0,1,4,1,4,1,0.232999895703807,-1.33412579179473,-0.98063089969857,0.834498423342269,-0.627113793110829,-0.949080061759762,1.31765985049345,0.021156797580425,0.748999776076467,0.00153762545811847,2,0,"High Risk",0.156142668428005,"Non-Resilient",1,2,1,0,0,1,1,0,7.98043093732558
2191000,10,"Male",65,45,95,10,9,9,10,3,3,19000,0,0,1,0,1,1,0,0.00486176099538475,-0.44623283190865,-1.20247098953657,-0.778359178113134,-0.627113793110829,0.092905945673238,-0.887029219871459,0.021156797580425,-0.608017205368183,-0.726143622596442,0,3,"Low Risk",0.516512549537649,"Not Applicable",1,4,0,1,1,0,1,0,10.0331875030883
2193000,11,"Male",90,85,124,10,8,5,7,2,3,17000,0,1,0,0,2,5,3,1.1455524345375,1.32955308786351,0.405869661788948,-1.58478797884084,-0.627113793110829,-0.115491255813362,-0.887029219871459,0.822153153975318,1.20133876989135,1.45690012156724,3,1,"High Risk",0.636988110964333,"Resilient",1,4,0,1,1,0,1,0,10.9277132782154
2196000,10,"Male",70,40,117,10,10,9,8,5,5,60000,0,0,1,0,0,1,2,0.232999895703807,-0.66820607188017,0.017649504572443,0.834498423342269,0.839123827432658,4.36504857614854,-0.887029219871459,-0.779839558814468,-0.608017205368183,0.729218873512679,1,3,"Low Risk",0.474768824306473,"Not Applicable",1,5,0,1,0,1,0,1,9.9928792799823
2198000,11,"Male",80,90,107,10,9,8,10,4,6,7000,0,0,1,0,1,2,0,0.689276165120653,1.55152632783503,-0.536950720022564,0.0280696226145673,1.5722426377044,-1.15747726324636,-0.887029219871459,0.021156797580425,-0.1556782115533,-0.726143622596442,0,2,"Low Risk",0.639365918097754,"Not Applicable",1,1,1,0,0,1,0,1,10.9294041285291
2200000,11,"Male",65,65,114,10,10,10,10,3,5,27000,0,1,0,0,0,0,0,0.00486176099538475,0.44166012797743,-0.148730562806059,-0.778359178113134,0.839123827432658,0.926494751619638,-0.887029219871459,-0.779839558814468,-1.06035619918307,-0.726143622596442,0,4,"Low Risk",0.758520475561427,"Not Applicable",1,5,0,1,1,0,0,1,11.0105655689724
2201000,10,"Male",85,80,117,9,10,10,9,4,5,34000,0,1,0,1,0,0,1,0.917414299829076,1.10757984789199,0.017649504572443,0.0280696226145673,0.839123827432658,1.65588495682274,-0.335856952280232,-0.779839558814468,-1.06035619918307,0.00153762545811847,0,2,"Low Risk",0.370673712021136,"Not Applicable",1,5,0,1,0,1,0,1,9.90549904359505
2202000,11,"Male",40,55,103,9,8,7,9,6,3,29000,0,0,1,1,2,3,1,-1.13582891254673,-0.00228635196560979,-0.758790809860567,1.64092722406997,-0.627113793110829,1.13489195310624,-0.335856952280232,0.822153153975318,0.296660782261584,0.00153762545811847,1,0,"Moderate Risk",0.830911492734478,"Resilient",1,5,0,1,0,1,1,0,11.0609963279217
2204000,12,"Male",85,80,129,8,10,9,10,3,5,27000,0,0,1,2,0,1,0,0.917414299829076,1.10757984789199,0.683169774086452,-0.778359178113134,0.839123827432658,0.926494751619638,0.215315315310994,-0.779839558814468,-0.608017205368183,-0.726143622596442,0,3,"Low Risk",0.983619550858653,"Not Applicable",1,5,0,1,1,0,0,1,12.0673751734663
2205000,11,"Male",100,95,131,10,9,9,8,5,6,32000,0,1,0,0,1,1,2,1.60182870395434,1.77349956780655,0.794089819005453,0.834498423342269,1.5722426377044,1.44748775533614,-0.887029219871459,0.021156797580425,-0.608017205368183,0.729218873512679,1,2,"Low Risk",0.653104359313078,"Not Applicable",1,5,0,1,0,1,0,1,10.9402849012986
2208000,7,"Male",65,25,95,8,10,7,9,3,1,8000,0,0,1,2,0,3,1,0.00486176099538475,-1.33412579179473,-1.20247098953657,-0.778359178113134,-2.09335141365432,-1.05327866250306,0.215315315310994,-0.779839558814468,0.296660782261584,0.00153762545811847,0,1,"Moderate Risk",0.083223249669749,"Non-Resilient",1,1,1,0,1,0,1,0,7.01002396354452
2210000,10,"Male",55,80,121,7,8,5,7,3,6,27000,0,0,1,3,2,5,3,-0.451414508421461,1.10757984789199,0.239489594410446,-0.778359178113134,1.5722426377044,0.926494751619638,0.766487582902221,0.822153153975318,1.20133876989135,1.45690012156724,4,0,"High Risk",0.506472919418758,"Non-Resilient",1,5,0,1,1,0,0,1,10.0225904528517
2213000,11,"Male",40,40,103,8,8,8,9,5,5,20000,0,1,0,2,2,2,1,-1.13582891254673,-0.66820607188017,-0.758790809860567,0.834498423342269,0.839123827432658,0.197104546416538,0.215315315310994,0.822153153975318,-0.1556782115533,0.00153762545811847,1,0,"Moderate Risk",0.633025099075297,"Resilient",1,4,0,1,0,1,0,1,10.9264089953154
2215000,11,"Male",95,80,129,10,9,7,10,6,4,30000,0,0,1,0,1,3,0,1.37369056924592,1.10757984789199,0.683169774086452,1.64092722406997,0.106005017160914,1.23909055384954,-0.887029219871459,0.021156797580425,0.296660782261584,-0.726143622596442,0,2,"Low Risk",0.797357992073976,"Not Applicable",1,5,0,1,0,1,0,1,11.0394597792998
2216000,10,"Male",50,60,124,9,7,7,8,3,2,45000,0,0,1,1,3,3,2,-0.679552643129884,0.21968688800591,0.405869661788948,-0.778359178113134,-1.36023260338257,2.80206956499904,-0.335856952280232,1.62314951037021,0.296660782261584,0.729218873512679,2,0,"High Risk",0.564597093791281,"Non-Resilient",1,5,0,1,1,0,1,0,10.0755489492323
2217000,10,"Male",70,70,135,7,9,3,10,2,3,20000,0,0,1,3,1,7,0,0.232999895703807,0.66363336794895,1.01592990884346,-1.58478797884084,-0.627113793110829,0.197104546416538,0.766487582902221,0.021156797580425,2.10601675752112,-0.726143622596442,2,1,"High Risk",0.582298546895641,"Non-Resilient",1,4,0,1,1,0,1,0,10.0900791360531
2218000,8,"Male",70,15,107,10,9,5,10,4,4,14000,0,0,0,0,1,5,0,0.232999895703807,-1.77807227173777,-0.536950720022564,0.0280696226145673,0.106005017160914,-0.428087058043262,-0.887029219871459,0.021156797580425,1.20133876989135,-0.726143622596442,1,2,"Low Risk",0.201321003963012,"Not Applicable",1,3,1,0,0,1,0,1,8.04677609349601
2219000,6,"Male",15,15,131,10,9,8,10,3,5,23000,0,0,1,0,1,2,0,-2.27651958608884,-1.77807227173777,0.794089819005453,-0.778359178113134,0.839123827432658,0.509700348646438,-0.887029219871459,0.021156797580425,-0.1556782115533,-0.726143622596442,0,2,"Low Risk",0.0110964332892999,"Not Applicable",1,5,0,1,1,0,0,1,5.90034265671857
2220000,9,"Male",55,40,107,2,8,2,6,5,4,19000,1,0,1,8,2,8,4,-0.451414508421461,-0.66820607188017,-0.536950720022564,0.834498423342269,0.106005017160914,0.092905945673238,3.52234892085835,0.822153153975318,2.558355751336,2.1845813696218,4,0,"High Risk",0.33447820343461,"Non-Resilient",1,4,0,1,0,1,0,1,9.05421442398801
2222000,10,"Male",100,30,114,10,8,7,10,6,6,60000,0,1,0,0,2,3,0,1.60182870395434,-1.11215255182321,-0.148730562806059,1.64092722406997,1.5722426377044,4.36504857614854,-0.887029219871459,0.822153153975318,0.296660782261584,-0.726143622596442,1,2,"Low Risk",0.442536327608983,"Not Applicable",1,5,0,1,0,1,0,1,9.96884024762548
2223000,12,"Male",65,65,103,8,10,9,8,3,5,60000,0,1,0,2,0,1,2,0.00486176099538475,0.44166012797743,-0.758790809860567,-0.778359178113134,0.839123827432658,4.36504857614854,0.215315315310994,-0.779839558814468,-0.608017205368183,0.729218873512679,1,2,"Low Risk",0.936856010568032,"Not Applicable",1,5,0,1,1,0,0,1,11.9821379880887
2224000,11,"Male",85,90,129,7,9,5,10,4,5,31000,0,1,0,3,1,5,0,0.917414299829076,1.55152632783503,0.683169774086452,0.0280696226145673,0.839123827432658,1.34328915459284,0.766487582902221,0.021156797580425,1.20133876989135,-0.726143622596442,2,1,"High Risk",0.59550858652576,"Non-Resilient",1,5,0,1,0,1,0,1,10.9006266277749
2228000,10,"Male",100,60,114,10,8,1,4,4,3,17000,0,0,0,0,2,9,6,1.60182870395434,0.21968688800591,-0.148730562806059,0.0280696226145673,-0.627113793110829,-0.115491255813362,-0.887029219871459,0.822153153975318,3.01069474515088,3.63994386573092,3,1,"High Risk",0.440158520475561,"Non-Resilient",1,4,0,1,0,1,1,0,9.96723886560649
2232000,8,"Male",65,25,95,9,9,7,9,3,6,16000,0,0,0,1,1,3,1,0.00486176099538475,-1.33412579179473,-1.20247098953657,-0.778359178113134,1.5722426377044,-0.219689856556662,-0.335856952280232,0.021156797580425,0.296660782261584,0.00153762545811847,0,0,"Moderate Risk",0.146367239101717,"Non-Resilient",1,4,0,1,1,0,0,1,7.96487707910128
2233000,11,"Male",80,75,97,8,9,6,8,4,4,19000,0,0,0,2,1,4,2,0.689276165120653,0.88560660792047,-1.09155094461757,0.0280696226145673,0.106005017160914,0.092905945673238,0.215315315310994,0.021156797580425,0.748999776076467,0.729218873512679,2,0,"High Risk",0.731571994715984,"Resilient",1,4,0,1,0,1,0,1,10.9921890274156
2236000,7,"Male",35,25,103,7,10,6,8,3,3,5000,0,1,0,3,0,4,2,-1.36396704725515,-1.33412579179473,-0.758790809860567,-0.778359178113134,-0.627113793110829,-1.36587446473296,0.766487582902221,-0.779839558814468,0.748999776076467,0.729218873512679,3,1,"High Risk",0.103830911492734,"Non-Resilient",1,1,1,0,1,0,1,0,7.06506494423374
2239000,11,"Male",50,55,121,10,10,5,9,6,6,30000,0,1,0,0,0,5,1,-0.679552643129884,-0.00228635196560979,0.239489594410446,1.64092722406997,1.5722426377044,1.23909055384954,-0.887029219871459,-0.779839558814468,1.20133876989135,0.00153762545811847,1,2,"Low Risk",0.785468956406869,"Not Applicable",1,5,0,1,0,1,0,1,11.0314295093995
2240000,10,"Male",60,70,107,10,10,7,10,6,6,26000,0,0,0,0,0,3,0,-0.223276373713038,0.66363336794895,-0.536950720022564,1.64092722406997,1.5722426377044,0.822296150876338,-0.887029219871459,-0.779839558814468,0.296660782261584,-0.726143622596442,0,3,"Low Risk",0.448612945838838,"Not Applicable",1,5,0,1,0,1,0,1,9.97332354290411
2242000,11,"Male",80,60,121,9,7,7,8,4,6,23000,0,1,0,1,3,3,2,0.689276165120653,0.21968688800591,0.239489594410446,0.0280696226145673,1.5722426377044,0.509700348646438,-0.335856952280232,1.62314951037021,0.296660782261584,0.729218873512679,2,0,"High Risk",0.826155878467635,"Resilient",1,5,0,1,0,1,0,1,11.0576239731163
2243000,12,"Male",100,75,124,10,7,9,10,6,6,47000,0,1,0,0,3,1,0,1.60182870395434,0.88560660792047,0.405869661788948,1.64092722406997,1.5722426377044,3.01046676648564,-0.887029219871459,1.62314951037021,-0.608017205368183,-0.726143622596442,1,3,"Low Risk",0.931836195508587,"Not Applicable",1,5,0,1,0,1,0,1,11.9763282925356
2245000,7,"Male",50,45,124,9,10,7,10,4,4,12000,0,0,0,1,0,3,0,-0.679552643129884,-0.44623283190865,0.405869661788948,0.0280696226145673,0.106005017160914,-0.636484259529862,-0.335856952280232,-0.779839558814468,0.296660782261584,-0.726143622596442,0,2,"Low Risk",0.111756935270806,"Not Applicable",1,2,1,0,0,1,0,1,7.08880454823375
2246000,11,"Male",80,100,145,9,10,7,10,5,5,24000,0,0,0,1,0,3,0,0.689276165120653,1.99547280777807,1.57053013343846,0.834498423342269,0.839123827432658,0.613898949389738,-0.335856952280232,-0.779839558814468,0.296660782261584,-0.726143622596442,0,2,"Low Risk",0.8221928665786,"Not Applicable",1,5,0,1,0,1,0,1,11.054363276856
2247000,10,"Male",80,75,124,5,9,6,9,3,6,24000,0,1,1,5,1,4,1,0.689276165120653,0.88560660792047,0.405869661788948,-0.778359178113134,1.5722426377044,0.613898949389738,1.86883211808467,0.021156797580425,0.748999776076467,0.00153762545811847,2,0,"High Risk",0.43223249669749,"Non-Resilient",1,5,0,1,1,0,0,1,9.96107028722763
2248000,12,"Male",95,90,121,10,10,8,10,5,5,23000,0,0,0,0,0,2,0,1.37369056924592,1.55152632783503,0.239489594410446,0.834498423342269,0.839123827432658,0.509700348646438,-0.887029219871459,-0.779839558814468,-0.1556782115533,-0.726143622596442,0,3,"Low Risk",0.915191545574637,"Not Applicable",1,5,0,1,0,1,0,1,11.9481923160143
2250000,9,"Male",90,40,114,9,6,6,8,3,4,26000,0,0,0,1,4,4,2,1.1455524345375,-0.66820607188017,-0.148730562806059,-0.778359178113134,0.106005017160914,0.822296150876338,-0.335856952280232,2.4241458667651,0.748999776076467,0.729218873512679,3,0,"High Risk",0.247556142668428,"Non-Resilient",1,5,0,1,1,0,0,1,8.93098366893828
2251000,7,"Male",60,40,95,6,8,7,7,4,5,9000,0,0,0,4,2,3,3,-0.223276373713038,-0.66820607188017,-1.20247098953657,0.0280696226145673,0.839123827432658,-0.949080061759762,1.31765985049345,0.822153153975318,0.296660782261584,1.45690012156724,3,0,"High Risk",0.108322324966975,"Non-Resilient",1,1,1,0,0,1,0,1,7.07762977750972
2252000,8,"Male",20,20,99,6,7,2,9,2,2,17000,0,0,0,4,3,8,1,-2.04838145138042,-1.55609903176625,-0.98063089969857,-1.58478797884084,-1.36023260338257,-0.115491255813362,1.31765985049345,1.62314951037021,2.558355751336,0.00153762545811847,3,0,"High Risk",0.176221928665786,"Non-Resilient",1,4,0,1,1,0,1,0,8.00803373414092
2253000,11,"Male",80,45,140,10,10,8,10,6,4,27000,0,1,0,0,0,2,0,0.689276165120653,-0.44623283190865,1.29323002114096,1.64092722406997,0.106005017160914,0.926494751619638,-0.887029219871459,-0.779839558814468,-0.1556782115533,-0.726143622596442,0,3,"Low Risk",0.859445178335535,"Not Applicable",1,5,0,1,0,1,0,1,11.0812955479138
2254000,11,"Male",80,65,140,10,10,9,10,6,6,33000,0,0,1,0,0,1,0,0.689276165120653,0.44166012797743,1.29323002114096,1.64092722406997,1.5722426377044,1.55168635607944,-0.887029219871459,-0.779839558814468,-0.608017205368183,-0.726143622596442,0,4,"Low Risk",0.885336856010568,"Not Applicable",1,5,0,1,0,1,0,1,11.099748975737
2255000,12,"Male",85,90,117,9,10,9,7,3,6,20000,0,1,0,1,0,1,3,0.917414299829076,1.55152632783503,0.017649504572443,-0.778359178113134,1.5722426377044,0.197104546416538,-0.335856952280232,-0.779839558814468,-0.608017205368183,1.45690012156724,1,2,"Low Risk",0.9556142668428,"Not Applicable",1,4,0,1,1,0,0,1,12.0110414515249
2256000,11,"Male",90,70,124,10,10,9,9,4,5,29000,0,1,1,0,0,1,1,1.1455524345375,0.66363336794895,0.405869661788948,0.0280696226145673,0.839123827432658,1.13489195310624,-0.887029219871459,-0.779839558814468,-0.608017205368183,0.00153762545811847,0,3,"Low Risk",0.695112285336856,"Not Applicable",1,5,0,1,0,1,0,1,10.9668202816509
2259000,11,"Male",75,65,121,9,9,8,10,5,5,9000,0,0,0,1,1,2,0,0.46113803041223,0.44166012797743,0.239489594410446,0.834498423342269,0.839123827432658,-0.949080061759762,-0.335856952280232,0.021156797580425,-0.1556782115533,-0.726143622596442,0,1,"Moderate Risk",0.788639365918098,"Resilient",1,1,1,0,0,1,0,1,11.0337393582799
2260000,10,"Male",55,70,124,10,9,6,9,4,4,24000,0,0,0,0,1,4,1,-0.451414508421461,0.66363336794895,0.405869661788948,0.0280696226145673,0.106005017160914,0.613898949389738,-0.887029219871459,0.021156797580425,0.748999776076467,0.00153762545811847,1,1,"Moderate Risk",0.564068692206077,"Non-Resilient",1,5,0,1,0,1,0,1,10.0748072910123
2261000,11,"Male",65,65,103,10,10,7,10,6,6,45000,0,1,0,0,0,3,0,0.00486176099538475,0.44166012797743,-0.758790809860567,1.64092722406997,1.5722426377044,2.80206956499904,-0.887029219871459,-0.779839558814468,0.296660782261584,-0.726143622596442,0,3,"Low Risk",0.879524438573316,"Not Applicable",1,5,0,1,0,1,0,1,11.0955870046746
2262000,12,"Male",70,100,117,10,10,10,9,6,6,32000,0,1,0,0,0,0,1,0.232999895703807,1.99547280777807,0.017649504572443,1.64092722406997,1.5722426377044,1.44748775533614,-0.887029219871459,-0.779839558814468,-1.06035619918307,0.00153762545811847,0,3,"Low Risk",0.935270805812417,"Not Applicable",1,5,0,1,0,1,0,1,11.9807929307222
2263000,11,"Male",85,60,95,10,10,10,9,3,5,18000,0,1,0,0,0,0,1,0.917414299829076,0.21968688800591,-1.20247098953657,-0.778359178113134,0.839123827432658,-0.011292655070062,-0.887029219871459,-0.779839558814468,-1.06035619918307,0.00153762545811847,0,3,"Low Risk",0.807133421400264,"Not Applicable",1,4,0,1,1,0,0,1,11.0468752204441
2265000,11,"Male",95,75,145,10,10,9,8,3,4,18000,0,1,0,0,0,1,2,1.37369056924592,0.88560660792047,1.57053013343846,-0.778359178113134,0.106005017160914,-0.011292655070062,-0.887029219871459,-0.779839558814468,-0.608017205368183,0.729218873512679,1,3,"Low Risk",0.689299867899604,"Not Applicable",1,4,0,1,1,0,0,1,10.9632263603155
2266000,12,"Male",70,85,121,7,9,9,8,5,5,29000,0,0,0,3,1,1,2,0.232999895703807,1.32955308786351,0.239489594410446,0.834498423342269,0.839123827432658,1.13489195310624,0.766487582902221,0.021156797580425,-0.608017205368183,0.729218873512679,2,1,"High Risk",0.943196829590489,"Resilient",1,5,0,1,0,1,0,1,11.991327049816
2267000,9,"Male",75,65,107,10,9,7,9,5,6,36000,0,0,0,0,1,3,1,0.46113803041223,0.44166012797743,-0.536950720022564,0.834498423342269,1.5722426377044,1.86428215830934,-0.887029219871459,0.021156797580425,0.296660782261584,0.00153762545811847,0,1,"Moderate Risk",0.256538969616909,"Non-Resilient",1,5,0,1,0,1,0,1,8.94774455064908
2269000,10,"Male",60,85,114,9,9,7,10,3,3,13000,0,1,0,1,1,3,0,-0.223276373713038,1.32955308786351,-0.148730562806059,-0.778359178113134,-0.627113793110829,-0.532285658786562,-0.335856952280232,0.021156797580425,0.296660782261584,-0.726143622596442,0,1,"Moderate Risk",0.522853368560106,"Non-Resilient",1,3,1,0,1,0,1,0,10.038468533894
2273000,8,"Male",45,20,89,4,10,10,9,3,3,6000,0,0,0,6,0,0,1,-0.907690777838306,-1.55609903176625,-1.53523112429358,-0.778359178113134,-0.627113793110829,-1.26167586398966,2.4200043856759,-0.779839558814468,-1.06035619918307,0.00153762545811847,1,2,"Low Risk",0.158520475561427,"Not Applicable",1,1,1,0,1,0,1,0,7.98326963912696
2275000,12,"Male",80,70,121,10,10,9,10,5,6,41000,0,1,0,0,0,1,0,0.689276165120653,0.66363336794895,0.239489594410446,0.834498423342269,1.5722426377044,2.38527516202584,-0.887029219871459,-0.779839558814468,-0.608017205368183,-0.726143622596442,0,4,"Low Risk",0.970145310435931,"Not Applicable",1,5,0,1,0,1,0,1,12.0379596877377
2276000,10,"Male",70,75,140,10,9,8,10,6,6,20000,0,0,0,0,1,2,0,0.232999895703807,0.88560660792047,1.29323002114096,1.64092722406997,1.5722426377044,0.197104546416538,-0.887029219871459,0.021156797580425,-0.1556782115533,-0.726143622596442,0,2,"Low Risk",0.581770145310436,"Not Applicable",1,4,0,1,0,1,0,1,10.0899365326855
2282000,9,"Male",65,30,121,10,8,5,9,4,2,13000,0,0,1,0,2,5,1,0.00486176099538475,-1.11215255182321,0.239489594410446,0.0280696226145673,-1.36023260338257,-0.532285658786562,-0.887029219871459,0.822153153975318,1.20133876989135,0.00153762545811847,2,1,"High Risk",0.235667107001321,"Non-Resilient",1,3,1,0,0,1,1,0,8.91018935120665
2283000,9,"Male",55,80,114,4,9,7,10,5,1,6000,0,0,1,6,1,3,0,-0.451414508421461,1.10757984789199,-0.148730562806059,0.834498423342269,-2.09335141365432,-1.26167586398966,2.4200043856759,0.021156797580425,0.296660782261584,-0.726143622596442,1,1,"Moderate Risk",0.311492734478203,"Non-Resilient",1,1,1,0,0,1,1,0,9.02372310892679
2284000,7,"Male",80,40,114,8,8,1,7,4,3,16000,0,0,1,2,2,9,3,0.689276165120653,-0.66820607188017,-0.148730562806059,0.0280696226145673,-0.627113793110829,-0.219689856556662,0.215315315310994,0.822153153975318,3.01069474515088,1.45690012156724,3,0,"High Risk",0.0980184940554822,"Non-Resilient",1,4,0,1,0,1,1,0,7.04933043005876
2287000,8,"Male",45,40,121,8,7,2,2,5,5,32000,0,0,1,2,3,8,8,-0.907690777838306,-0.66820607188017,0.239489594410446,0.834498423342269,0.839123827432658,1.44748775533614,0.215315315310994,1.62314951037021,2.558355751336,5.09530636184004,3,0,"High Risk",0.195244385733157,"Non-Resilient",1,5,0,1,0,1,0,1,8.03739748806693
2289000,11,"Male",95,90,121,8,8,5,7,5,5,11000,0,0,1,2,2,5,3,1.37369056924592,1.55152632783503,0.239489594410446,0.834498423342269,0.839123827432658,-0.740682860273162,0.215315315310994,0.822153153975318,1.20133876989135,1.45690012156724,3,0,"High Risk",0.851254953764861,"Resilient",1,2,1,0,0,1,0,1,11.0748947756365
2290000,11,"Male",75,40,107,8,9,9,8,6,6,26000,0,0,1,2,1,1,2,0.46113803041223,-0.66820607188017,-0.536950720022564,1.64092722406997,1.5722426377044,0.822296150876338,0.215315315310994,0.021156797580425,-0.608017205368183,0.729218873512679,1,1,"Moderate Risk",0.829326287978864,"Resilient",1,5,0,1,0,1,0,1,11.0598382408731
2294000,12,"Male",75,95,145,5,9,8,7,4,5,19000,0,0,1,5,1,2,3,0.46113803041223,1.77349956780655,1.57053013343846,0.0280696226145673,0.839123827432658,0.092905945673238,1.86883211808467,0.021156797580425,-0.1556782115533,1.45690012156724,2,0,"High Risk",0.988375165125495,"Resilient",1,4,0,1,0,1,0,1,12.0765111519955
2296000,11,"Male",65,45,95,10,9,9,10,4,4,17000,1,0,1,0,1,1,0,0.00486176099538475,-0.44623283190865,-1.20247098953657,0.0280696226145673,0.106005017160914,-0.115491255813362,-0.887029219871459,0.021156797580425,-0.608017205368183,-0.726143622596442,0,3,"Low Risk",0.88110964332893,"Not Applicable",1,4,0,1,0,1,0,1,11.0961710452568
2297000,11,"Male",20,40,117,6,10,9,7,2,4,10000,0,0,0,4,0,1,3,-2.04838145138042,-0.66820607188017,0.017649504572443,-1.58478797884084,0.106005017160914,-0.844881461016462,1.31765985049345,-0.779839558814468,-0.608017205368183,1.45690012156724,2,2,"High Risk",0.757463672391017,"Resilient",1,2,1,0,1,0,0,1,11.0097178989556
2299000,9,"Male",70,40,114,10,10,10,10,6,4,13000,1,0,1,0,0,0,0,0.232999895703807,-0.66820607188017,-0.148730562806059,1.64092722406997,0.106005017160914,-0.532285658786562,-0.887029219871459,-0.779839558814468,-1.06035619918307,-0.726143622596442,0,4,"Low Risk",0.335799207397622,"Not Applicable",1,3,1,0,0,1,0,1,9.05620259256102
2302000,10,"Male",45,70,131,10,10,10,10,3,4,12000,0,0,1,0,0,0,0,-0.907690777838306,0.66363336794895,0.794089819005453,-0.778359178113134,0.106005017160914,-0.636484259529862,-0.887029219871459,-0.779839558814468,-1.06035619918307,-0.726143622596442,0,4,"Low Risk",0.501717305151915,"Not Applicable",1,2,1,0,1,0,0,1,10.0158968390897
2305000,8,"Male",55,40,140,10,10,9,10,5,4,23000,1,0,1,0,0,1,0,-0.451414508421461,-0.66820607188017,1.29323002114096,0.834498423342269,0.106005017160914,0.509700348646438,-0.887029219871459,-0.779839558814468,-0.608017205368183,-0.726143622596442,0,4,"Low Risk",0.124174372523118,"Not Applicable",1,5,0,1,0,1,0,1,7.91535477959551
2306000,10,"Male",95,65,140,7,8,10,10,3,3,7000,0,0,0,3,2,0,0,1.37369056924592,0.44166012797743,1.29323002114096,-0.778359178113134,-0.627113793110829,-1.15747726324636,0.766487582902221,0.822153153975318,-1.06035619918307,-0.726143622596442,2,2,"High Risk",0.476089828269485,"Non-Resilient",1,1,1,0,1,0,1,0,9.99375861161388
2307000,12,"Male",90,85,161,10,10,10,10,4,3,11000,0,0,0,0,0,0,0,1.1455524345375,1.32955308786351,2.45789049279047,0.0280696226145673,-0.627113793110829,-0.740682860273162,-0.887029219871459,-0.779839558814468,-1.06035619918307,-0.726143622596442,0,4,"Low Risk",0.905416116248349,"Not Applicable",1,2,1,0,0,1,1,0,11.930136466492
2308000,8,"Male",0,50,114,7,10,8,10,3,5,18000,0,0,1,3,0,2,0,-2.96093399021411,-0.22425959193713,-0.148730562806059,-0.778359178113134,0.839123827432658,-0.011292655070062,0.766487582902221,-0.779839558814468,-0.1556782115533,-0.726143622596442,1,2,"Low Risk",0.178071334214003,"Not Applicable",1,4,0,1,1,0,0,1,8.01125467973761
2309000,9,"Male",45,60,103,9,8,7,10,6,3,10000,0,0,1,1,2,3,0,-0.907690777838306,0.21968688800591,-0.758790809860567,1.64092722406997,-0.627113793110829,-0.844881461016462,-0.335856952280232,0.822153153975318,0.296660782261584,-0.726143622596442,1,1,"Moderate Risk",0.237252311756935,"Non-Resilient",1,2,1,0,0,1,1,0,8.9111957676243
