"ID","JC_Maths_Points","Cog_VR_W2","Cog_NA_W2","Cog_Matrices_W2","SDQ_Emo_Res_PCG_W2","SDQ_Good_Conduct_PCG_W2","SDQ_Focus_Behav_PCG_W2","SDQ_Posi_Peer_PCG_W2","PCG_Educ_W2","SCG_Educ_W2","Income_Quin_Eq_W2","DEIS_W2","Fee_Paying_W2","Mixed_W2","Gender_YP_W2","LC_Maths_Points","Cog_Naming_Total_W3","Cog_Maths_Total_W3","Cog_Vocabulary_W3","SDQ_Emo_Res_PCG_W3","SDQ_Good_Conduct_PCG_W3","SDQ_Focus_Behav_PCG_W3","SDQ_Posi_Peer_PCG_W3","PCG_Educ_W3","SCG_Educ_W3","Income_Quin_Eq_W3","DEIS_W3","Fee_Paying_W3","Mixed_W3","Gender_YP_W3","JC_Maths_Standardized","LC_Maths_Standardized"
3586000,9,80,60,99,10,10,9,10,3,3,2,1,0,1,1,20,30,3,9,10,9,10,10,3,3,3,1,0,1,1,-0.721144967941786,-1.31058327547659
3596000,9,45,65,107,8,9,6,9,4,5,1,0,0,0,1,45,22,2,6,10,9,9,10,4,5,2,0,0,0,1,-0.721144967941786,-0.599269271578936
3597000,10,55,60,129,10,5,4,10,5,3,3,0,0,0,1,60,20,4,4,9,9,6,10,4,3,3,0,0,0,1,-0.0528199401458571,-0.172480869240343
3599000,10,60,70,117,10,10,8,9,5,2,1,0,0,1,1,56,18,4,8,9,7,9,10,4,2,1,0,0,1,1,-0.0528199401458571,-0.286291109863968
3608000,12,95,90,121,10,9,10,9,5,4,4,0,0,0,1,70,27,2,17,8,8,10,10,5,4,2,0,0,0,1,1.283830115446,0.112044732318719
3614000,11,85,80,145,8,10,10,9,3,2,2,0,0,0,1,95,20,4,8,10,9,10,10,3,2,3,0,0,0,1,0.615505087650072,0.823358736216373
3616000,11,70,90,121,10,10,8,10,5,6,4,0,0,0,1,95,18,4,7,10,7,10,10,5,6,4,0,0,0,1,0.615505087650072,0.823358736216373
3619000,11,65,90,117,9,7,5,6,6,5,5,0,1,0,1,81,29,4,7,9,3,3,7,5,5,5,0,0,0,1,0.615505087650072,0.425022894033687
3620000,10,75,65,121,10,9,9,10,4,4,3,0,0,1,1,90,32,4,8,7,9,6,9,4,4,3,0,0,1,1,-0.0528199401458571,0.681095935436843
3621000,12,85,95,161,10,10,10,9,5,6,5,0,1,0,1,91,31,4,11,10,8,10,9,5,6,5,0,1,0,1,1.283830115446,0.709548495592749
3622000,12,70,100,124,10,10,10,9,5,6,2,0,1,0,1,125,24,4,13,9,9,8,7,5,6,5,0,1,0,1,1.283830115446,1.67693554089356
3623000,9,60,50,95,9,10,5,10,4,6,5,0,1,0,1,90,22,1,9,5,9,6,10,4,6,5,0,1,0,1,-0.721144967941786,0.681095935436843
3625000,9,90,25,110,10,10,9,9,6,4,4,0,0,1,1,28,29,3,13,8,8,8,8,6,4,4,0,0,1,1,-0.721144967941786,-1.08296279422934
3626000,8,45,50,114,7,9,9,10,4,4,1,0,0,1,1,25,15,1,5,8,7,9,10,3,3,1,0,0,1,1,-1.38946999573772,-1.16832047469706
3634000,11,100,85,117,8,10,8,8,5,4,2,0,0,1,1,110,21,3,10,9,8,9,9,5,3,3,0,0,1,1,0.615505087650072,1.25014713855497
3635000,7,85,70,121,8,5,3,10,6,3,4,0,0,0,1,15,20,3,8,8,6,6,10,6,3,5,0,0,0,1,-2.05779502353364,-1.45284607625612
3643000,10,25,50,161,9,7,7,10,5,3,2,0,0,0,1,50,21,2,6,7,9,10,8,5,2,2,0,0,0,1,-0.0528199401458571,-0.457006470799405
3644000,8,75,60,99,7,7,5,10,3,3,2,0,0,1,1,50,13,3,8,9,9,6,10,3,3,2,0,0,1,1,-1.38946999573772,-0.457006470799405
3648000,11,50,85,114,10,9,7,10,3,3,3,0,0,1,1,45,22,4,7,10,9,7,10,3,3,3,0,0,1,1,0.615505087650072,-0.599269271578936
3658000,12,95,95,145,10,10,10,10,5,5,3,0,0,1,1,125,24,4,15,9,9,10,7,5,6,5,0,0,1,1,1.283830115446,1.67693554089356
3669000,8,40,55,117,0,10,4,7,4,4,2,0,0,0,1,20,24,2,8,2,9,7,3,4,4,3,0,0,0,1,-1.38946999573772,-1.31058327547659
3670000,11,90,80,145,10,10,9,9,5,4,3,0,0,1,1,113,26,4,12,10,9,10,10,5,4,3,0,0,0,1,0.615505087650072,1.33550481902268
3678000,11,85,85,140,7,10,9,6,6,4,1,0,0,1,1,95,16,3,14,8,9,9,6,6,4,5,0,0,0,1,0.615505087650072,0.823358736216373
3680000,9,65,70,124,10,10,8,8,5,3,3,0,0,1,1,45,19,3,9,7,9,8,9,5,3,4,0,0,1,1,-0.721144967941786,-0.599269271578936
3691000,12,90,90,110,9,7,7,10,5,6,4,0,1,0,1,125,23,3,11,10,8,7,10,5,6,5,0,1,0,1,1.283830115446,1.67693554089356
3692000,11,65,70,110,9,8,10,10,6,5,5,0,1,0,1,115,24,4,8,8,8,10,8,6,5,5,0,1,0,1,0.615505087650072,1.3924099393345
3701000,9,35,55,114,7,7,3,8,3,6,3,0,0,1,1,46,27,2,7,7,8,7,7,3,6,2,0,0,1,1,-0.721144967941786,-0.570816711423029
3706000,8,65,50,135,7,9,5,7,2,3,1,0,0,1,1,15,20,3,9,7,4,4,5,2,3,2,0,0,1,1,-1.38946999573772,-1.45284607625612
3707000,12,90,85,124,8,9,10,10,5,5,1,0,0,1,1,125,28,3,10,9,8,9,9,5,5,4,0,0,1,1,1.283830115446,1.67693554089356
3711000,10,65,90,114,8,6,5,10,5,4,2,0,0,0,1,37,20,3,4,8,7,8,10,5,4,5,0,0,0,1,-0.0528199401458571,-0.826889752826185
3712000,10,85,40,107,6,10,5,10,3,3,2,0,0,1,1,90,17,2,7,7,9,9,9,3,3,2,0,0,1,1,-0.0528199401458571,0.681095935436843
3720000,11,50,70,103,9,8,7,10,3,2,3,0,0,0,1,105,13,4,9,10,8,10,10,3,1,2,0,0,0,1,0.615505087650072,1.10788433777544
3731000,9,65,50,110,10,10,6,10,3,3,1,0,0,0,1,40,20,2,11,10,9,9,9,3,3,4,0,0,0,1,-0.721144967941786,-0.741532072358467
3740000,9,30,55,114,9,10,5,10,2,2,1,1,0,0,1,37,22,2,9,9,9,5,8,2,2,1,1,0,0,1,-0.721144967941786,-0.826889752826185
3743000,9,70,85,129,8,10,8,10,3,3,3,0,0,0,1,37,21,4,5,10,9,5,10,3,3,3,0,0,0,1,-0.721144967941786,-0.826889752826185
3746000,11,30,75,121,10,8,7,8,6,6,5,0,1,0,1,113,27,4,8,5,6,7,6,6,6,4,0,1,0,1,0.615505087650072,1.33550481902268
3748000,7,50,45,99,7,7,6,6,2,2,2,0,0,0,1,15,22,0,7,6,7,4,8,2,2,4,1,0,0,1,-2.05779502353364,-1.45284607625612
3749000,11,95,90,110,10,10,9,10,5,3,4,0,0,0,1,91,28,1,8,10,9,8,10,5,3,4,0,0,0,1,0.615505087650072,0.709548495592749
3758000,10,95,75,129,10,9,9,10,6,6,5,0,1,0,1,37,24,2,15,10,9,9,9,6,5,4,0,1,0,1,-0.0528199401458571,-0.826889752826185
3763000,8,50,55,95,6,6,4,8,3,2,4,0,0,0,1,28,18,2,6,6,6,3,9,3,2,4,0,0,0,1,-1.38946999573772,-1.08296279422934
3765000,12,65,30,129,9,10,6,8,3,5,2,0,0,0,1,90,30,4,11,9,9,8,10,3,5,3,0,1,1,1,1.283830115446,0.681095935436843
3766000,10,95,80,129,10,10,10,10,5,5,5,0,0,1,1,50,23,4,17,7,8,7,10,5,5,5,0,0,1,1,-0.0528199401458571,-0.457006470799405
3769000,10,95,70,107,10,10,9,9,3,5,4,0,0,1,1,95,13,3,15,9,9,10,8,3,6,3,0,0,1,1,-0.0528199401458571,0.823358736216373
3774000,12,85,30,124,10,10,10,10,5,5,2,0,0,0,1,110,26,3,9,10,9,10,7,4,5,2,0,0,0,1,1.283830115446,1.25014713855497
3777000,8,75,80,135,10,10,8,10,3,2,2,0,0,1,1,37,27,2,9,9,9,6,10,3,2,3,0,0,1,1,-1.38946999573772,-0.826889752826185
3781000,11,80,50,124,9,9,9,10,6,6,2,0,0,1,1,115,22,2,9,10,9,10,10,6,6,5,0,0,1,1,0.615505087650072,1.3924099393345
3786000,8,70,15,103,8,8,5,10,3,5,1,0,0,0,1,35,21,2,5,7,6,6,9,3,4,4,0,1,0,1,-1.38946999573772,-0.883794873137997
3793000,11,60,100,110,10,9,9,10,5,5,3,0,0,0,1,91,18,4,4,9,9,9,10,5,6,4,0,0,0,1,0.615505087650072,0.709548495592749
3799000,11,95,75,129,9,10,9,10,4,3,3,0,0,1,1,115,26,3,9,10,9,10,10,4,3,4,0,0,1,1,0.615505087650072,1.3924099393345
3817000,11,80,95,124,10,8,10,10,3,4,4,0,0,1,1,81,21,3,10,10,9,10,10,3,4,5,0,0,1,1,0.615505087650072,0.425022894033687
3819000,11,85,60,114,8,10,10,10,4,6,4,0,0,0,1,91,16,2,10,10,9,9,10,4,5,5,0,0,0,1,0.615505087650072,0.709548495592749
3824000,12,95,50,124,9,10,10,9,4,4,3,0,0,0,1,125,28,4,17,10,8,10,10,4,4,1,0,0,0,1,1.283830115446,1.67693554089356
3835000,10,60,45,117,7,8,3,8,5,5,3,0,0,0,1,56,29,2,11,8,7,4,7,5,6,4,0,0,0,1,-0.0528199401458571,-0.286291109863968
3838000,7,55,20,124,10,9,1,9,3,4,1,0,0,1,1,28,23,1,5,9,7,1,10,3,4,2,0,0,1,1,-2.05779502353364,-1.08296279422934
3854000,11,70,40,107,9,10,7,10,4,3,3,0,0,1,1,46,23,1,11,9,9,9,9,4,3,3,0,0,1,1,0.615505087650072,-0.570816711423029
3856000,10,80,85,95,10,10,9,10,4,4,3,0,0,1,1,85,22,3,11,10,9,8,9,4,4,3,0,0,1,1,-0.0528199401458571,0.538833134657312
3866000,11,70,80,117,10,9,8,10,6,5,4,0,0,1,1,91,22,4,9,9,9,10,10,6,5,5,0,0,1,1,0.615505087650072,0.709548495592749
3868000,11,55,65,124,10,9,9,10,6,3,3,1,0,1,1,91,22,3,12,10,9,9,8,6,3,3,1,0,1,1,0.615505087650072,0.709548495592749
3871000,8,45,40,99,9,7,9,8,5,2,4,1,0,1,1,46,18,3,15,9,9,10,9,4,2,4,1,0,1,1,-1.38946999573772,-0.570816711423029
3872000,10,55,55,95,10,8,6,7,5,5,5,0,0,0,1,0,19,3,12,8,9,10,5,5,6,5,0,0,0,1,-0.0528199401458571,-1.87963447859471
3873000,12,95,95,121,10,10,9,10,4,3,2,0,0,0,1,102,22,0,14,9,9,8,9,4,2,5,0,0,0,1,1.283830115446,1.02252665730772
3877000,11,75,95,121,8,10,9,10,5,6,4,0,0,0,1,102,33,2,12,9,7,10,10,5,6,3,0,0,0,1,0.615505087650072,1.02252665730772
3896000,11,80,75,129,10,9,7,8,3,3,1,0,0,0,1,40,17,3,8,6,9,8,8,3,3,1,0,0,0,1,0.615505087650072,-0.741532072358467
3897000,10,85,100,110,8,7,10,6,4,3,3,0,0,0,1,30,21,3,11,9,8,10,6,4,3,2,0,0,0,1,-0.0528199401458571,-1.02605767391753
3901000,11,90,75,135,7,9,6,8,4,4,3,0,0,0,1,91,25,4,14,9,8,8,10,3,4,2,0,0,0,1,0.615505087650072,0.709548495592749
3902000,12,95,95,103,9,10,9,9,4,5,5,0,1,0,1,102,28,4,13,9,9,8,7,4,5,5,0,1,0,1,1.283830115446,1.02252665730772
3905000,10,80,90,145,9,10,9,9,6,3,3,0,0,0,1,85,12,4,10,9,9,8,8,5,3,5,0,0,0,1,-0.0528199401458571,0.538833134657312
3912000,8,55,35,114,7,10,7,9,4,3,5,0,1,1,1,28,20,0,8,5,9,6,10,6,2,3,0,1,1,1,-1.38946999573772,-1.08296279422934
3915000,8,45,25,129,10,4,8,9,4,3,1,1,0,1,1,37,15,3,9,10,5,8,8,3,3,1,1,0,1,1,-1.38946999573772,-0.826889752826185
3933000,11,50,75,95,9,10,10,7,5,6,5,0,0,0,1,105,20,4,7,8,9,10,9,1,5,5,0,1,0,1,0.615505087650072,1.10788433777544
3951000,11,25,65,135,10,10,8,10,3,5,2,0,1,0,1,102,14,3,7,10,9,10,6,3,5,5,0,1,0,1,0.615505087650072,1.02252665730772
3959000,10,70,85,107,6,10,7,9,4,2,1,0,0,1,1,40,26,4,7,10,7,7,9,5,2,4,0,0,1,1,-0.0528199401458571,-0.741532072358467
3962000,11,45,100,154,7,10,8,10,5,6,4,0,1,0,1,102,27,3,7,10,9,3,9,5,6,4,0,1,0,1,0.615505087650072,1.02252665730772
3966000,12,100,90,145,9,10,10,6,5,5,2,0,0,0,1,115,31,4,17,9,9,10,7,5,5,3,0,0,0,1,1.283830115446,1.3924099393345
3967000,10,70,60,107,10,6,2,8,3,3,3,0,1,0,1,50,19,2,10,9,9,5,8,3,2,3,0,1,0,1,-0.0528199401458571,-0.457006470799405
3973000,11,70,45,103,10,10,5,9,6,6,5,0,1,0,1,45,30,2,13,9,9,7,9,6,6,5,0,1,0,1,0.615505087650072,-0.599269271578936
3996000,12,100,90,129,10,10,10,10,5,5,5,0,0,1,1,125,34,4,15,10,9,10,10,5,5,5,0,0,1,1,1.283830115446,1.67693554089356
4002000,10,100,70,140,8,8,9,10,6,6,4,0,0,1,1,113,30,4,16,10,7,9,9,6,6,4,0,0,1,1,-0.0528199401458571,1.33550481902268
4003000,9,30,45,107,10,10,10,10,5,2,2,0,0,1,1,60,25,2,2,10,7,6,9,5,2,3,0,0,1,1,-0.721144967941786,-0.172480869240343
4007000,11,80,75,117,8,6,2,10,3,3,1,0,0,1,1,35,29,3,7,10,7,5,10,3,3,2,0,0,1,1,0.615505087650072,-0.883794873137997
4011000,12,85,100,140,4,9,2,10,4,5,3,0,0,0,1,115,29,2,12,7,9,3,10,4,5,3,0,0,0,1,1.283830115446,1.3924099393345
4012000,12,95,100,99,10,10,10,10,5,6,5,0,0,0,1,125,20,4,10,10,9,10,9,4,6,4,0,0,0,1,1.283830115446,1.67693554089356
4018000,12,60,85,145,10,10,10,10,4,3,2,0,0,1,1,125,19,2,8,10,9,10,9,4,3,3,0,0,1,1,1.283830115446,1.67693554089356
4047000,6,55,20,95,9,8,7,10,3,2,1,0,0,1,1,15,31,1,5,10,7,7,9,3,2,1,0,0,1,1,-2.72612005132957,-1.45284607625612
4049000,9,60,60,135,9,9,5,9,4,4,5,0,0,1,1,40,17,4,6,10,7,9,9,4,3,4,0,0,1,1,-0.721144967941786,-0.741532072358467
4080000,12,85,95,129,7,10,9,7,3,4,4,0,0,1,1,125,23,3,12,10,9,8,6,4,4,3,0,0,1,1,1.283830115446,1.67693554089356
4085000,10,55,65,95,10,10,8,9,5,5,3,0,0,0,1,46,25,3,6,9,8,10,9,5,5,4,0,0,0,1,-0.0528199401458571,-0.570816711423029
4091000,11,55,70,110,8,9,7,7,3,3,3,0,0,0,1,46,20,1,12,10,8,8,9,3,3,2,0,0,0,1,0.615505087650072,-0.570816711423029
4096000,10,75,75,161,10,10,10,10,5,3,5,0,0,0,1,37,22,4,13,6,8,7,9,5,3,4,0,1,0,1,-0.0528199401458571,-0.826889752826185
4097000,10,95,65,117,9,8,5,2,6,6,5,0,1,0,1,30,39,2,14,10,8,4,6,5,6,5,0,1,0,1,-0.0528199401458571,-1.02605767391753
4100000,11,90,75,129,10,10,7,10,6,5,5,0,1,0,1,56,29,4,10,9,8,6,10,6,5,5,0,1,0,1,0.615505087650072,-0.286291109863968
4105000,12,80,95,131,10,9,8,10,5,6,2,0,0,1,1,100,27,4,8,10,6,7,10,6,6,3,0,0,1,1,1.283830115446,0.965621536995904
4109000,10,80,80,135,10,10,7,10,5,6,1,0,0,0,1,110,21,3,16,9,8,7,9,5,6,3,0,0,0,1,-0.0528199401458571,1.25014713855497
4122000,7,40,35,114,9,8,6,9,3,3,1,0,0,1,1,40,18,3,6,10,8,10,10,3,2,1,0,0,1,1,-2.05779502353364,-0.741532072358467
4126000,8,65,55,110,9,8,5,10,3,3,1,0,1,1,1,45,21,3,8,10,7,9,10,3,3,2,0,1,1,1,-1.38946999573772,-0.599269271578936
4141000,7,30,50,129,10,9,9,8,6,5,1,0,0,0,1,46,16,2,5,7,8,8,6,5,5,1,1,0,0,1,-2.05779502353364,-0.570816711423029
4144000,10,40,40,124,10,9,10,10,5,5,1,0,0,0,1,71,19,2,4,10,9,9,8,4,5,2,0,0,0,1,-0.0528199401458571,0.140497292474625
4149000,9,55,65,110,10,10,10,9,3,4,2,0,0,1,1,46,29,1,10,10,9,10,9,3,5,2,0,0,1,1,-0.721144967941786,-0.570816711423029
4153000,9,45,55,107,8,9,7,9,3,3,4,1,0,1,1,30,33,2,10,10,8,8,6,3,3,3,1,0,1,1,-0.721144967941786,-1.02605767391753
4156000,10,75,75,110,10,8,9,8,6,6,4,1,0,1,1,113,25,4,9,10,8,10,9,6,6,4,1,0,1,1,-0.0528199401458571,1.33550481902268
4160000,9,55,40,103,9,9,9,9,4,4,1,0,0,0,1,37,25,3,11,9,8,10,9,4,4,2,0,0,0,1,-0.721144967941786,-0.826889752826185
4162000,8,65,40,124,10,10,9,10,3,2,1,0,0,0,1,45,15,3,5,10,9,10,10,3,2,1,0,0,0,1,-1.38946999573772,-0.599269271578936
4183000,7,60,10,89,6,10,10,10,5,4,5,0,0,0,0,15,21,1,11,6,9,9,9,5,5,5,0,0,0,0,-2.05779502353364,-1.45284607625612
4259000,8,60,15,110,4,10,6,8,3,3,2,0,0,1,0,30,20,1,11,3,9,8,6,3,3,5,0,0,1,0,-1.38946999573772,-1.02605767391753
4287000,10,70,40,114,10,10,10,10,4,3,3,0,0,0,0,60,16,3,7,8,9,10,9,3,5,2,0,0,0,0,-0.0528199401458571,-0.172480869240343
4306000,12,100,100,121,9,10,10,10,6,6,5,0,0,1,0,102,21,1,17,10,9,10,10,6,6,5,0,0,1,0,1.283830115446,1.02252665730772
4309000,11,90,85,131,10,9,10,10,4,5,4,0,0,1,0,102,18,4,17,9,8,9,7,3,5,5,0,0,1,0,0.615505087650072,1.02252665730772
4329000,11,50,50,121,10,10,9,10,3,3,5,0,0,0,0,81,21,3,8,9,9,9,10,3,3,5,0,0,0,0,0.615505087650072,0.425022894033687
4350000,10,75,70,117,9,10,10,7,6,6,5,0,0,0,0,95,26,2,12,10,9,9,9,3,4,5,0,0,0,0,-0.0528199401458571,0.823358736216373
4355000,9,65,65,114,5,10,10,10,4,2,4,0,0,0,0,37,22,2,8,4,9,9,8,4,2,3,0,0,0,0,-0.721144967941786,-0.826889752826185
4376000,11,80,70,114,3,8,6,9,3,2,3,0,0,0,0,115,27,3,10,1,7,7,7,3,2,3,0,0,0,0,0.615505087650072,1.3924099393345
4377000,10,35,25,121,6,9,9,10,4,3,5,0,0,0,0,40,26,1,8,2,8,9,10,4,3,5,0,0,0,0,-0.0528199401458571,-0.741532072358467
4391000,11,85,85,124,10,10,9,10,6,6,5,0,0,1,0,95,27,3,10,10,8,10,10,6,6,5,0,0,1,0,0.615505087650072,0.823358736216373
4393000,9,40,60,110,9,9,7,8,3,3,4,0,0,1,0,40,25,2,6,5,9,9,8,3,3,5,0,0,1,0,-0.721144967941786,-0.741532072358467
4396000,11,80,50,129,10,7,6,7,5,2,5,0,0,0,0,91,22,2,11,9,7,8,9,5,4,5,0,0,0,0,0.615505087650072,0.709548495592749
4399000,8,40,55,99,9,10,10,10,4,3,5,0,0,0,0,37,26,1,8,8,9,8,10,3,3,5,0,0,0,0,-1.38946999573772,-0.826889752826185
4403000,10,90,65,110,10,9,9,10,2,5,5,0,0,0,0,35,22,4,10,10,7,10,10,2,5,5,0,0,0,0,-0.0528199401458571,-0.883794873137997
4407000,8,20,30,114,6,8,7,7,3,3,5,0,0,1,0,15,15,1,6,8,9,10,9,3,3,4,0,0,1,0,-1.38946999573772,-1.45284607625612
4411000,12,95,80,145,10,10,10,9,3,6,5,0,1,1,0,100,29,3,11,10,8,10,9,3,5,5,0,1,1,0,1.283830115446,0.965621536995904
4430000,9,85,45,121,9,8,8,9,5,3,4,0,0,1,0,45,28,1,9,7,9,9,9,5,3,3,0,0,1,0,-0.721144967941786,-0.599269271578936
4450000,12,95,50,140,10,10,7,10,4,4,5,0,0,0,0,102,23,2,13,10,9,10,10,4,4,4,0,0,0,0,1.283830115446,1.02252665730772
4459000,11,70,10,145,9,9,3,7,5,3,5,0,1,1,0,60,26,2,11,9,8,1,6,6,2,5,0,1,1,0,0.615505087650072,-0.172480869240343
4485000,12,100,90,145,10,10,10,10,6,6,5,0,0,1,0,115,26,3,17,9,9,10,9,6,6,5,0,0,1,0,1.283830115446,1.3924099393345
4492000,9,15,75,117,9,7,8,10,4,3,5,0,0,0,0,30,24,2,6,9,7,8,10,4,3,5,0,0,0,0,-0.721144967941786,-1.02605767391753
4503000,12,80,80,124,7,10,8,8,5,3,5,0,0,1,0,105,24,3,13,7,9,8,7,5,3,5,0,1,1,0,1.283830115446,1.10788433777544
4511000,11,90,100,161,10,10,10,10,4,3,5,0,0,0,0,110,24,4,10,10,9,10,10,6,3,5,0,0,0,0,0.615505087650072,1.25014713855497
4512000,10,55,45,161,8,9,8,7,2,3,5,0,0,1,0,37,19,2,11,4,8,7,8,2,4,5,0,0,1,0,-0.0528199401458571,-0.826889752826185
4514000,10,60,50,124,10,10,7,10,4,4,3,0,0,1,0,80,20,3,13,8,9,8,9,3,3,3,0,0,1,0,-0.0528199401458571,0.396570333877781
4522000,10,95,75,114,8,10,8,8,6,3,5,0,0,0,0,37,32,3,15,5,7,4,6,6,3,5,0,0,0,0,-0.0528199401458571,-0.826889752826185
4532000,10,95,90,140,10,8,7,8,3,3,3,0,0,0,0,80,34,4,14,8,7,8,6,3,3,3,0,0,0,0,-0.0528199401458571,0.396570333877781
4538000,9,45,60,95,10,10,9,7,2,3,3,0,0,0,0,50,25,2,11,10,9,9,10,2,3,2,0,0,0,0,-0.721144967941786,-0.457006470799405
4540000,11,75,80,121,10,10,10,10,3,4,3,0,0,0,0,90,33,3,4,10,9,10,9,3,4,3,0,0,1,0,0.615505087650072,0.681095935436843
4541000,8,50,70,117,6,10,3,9,3,3,2,0,0,0,0,40,18,4,7,8,9,6,9,3,3,5,0,0,0,0,-1.38946999573772,-0.741532072358467
4546000,10,100,35,145,6,9,10,2,6,2,3,0,0,1,0,46,30,1,14,10,9,9,5,6,2,1,0,0,1,0,-0.0528199401458571,-0.570816711423029
4559000,10,90,70,117,7,8,9,8,3,5,2,1,0,1,0,60,21,3,13,7,4,9,8,3,5,3,1,0,1,0,-0.0528199401458571,-0.172480869240343
4575000,11,75,60,129,7,10,9,9,2,4,3,0,0,1,0,50,23,1,5,6,9,9,7,2,4,3,0,0,1,0,0.615505087650072,-0.457006470799405
4577000,11,90,45,131,10,9,10,9,2,6,4,0,0,0,0,85,24,3,15,6,7,9,7,2,5,4,0,0,0,0,0.615505087650072,0.538833134657312
4578000,10,90,65,114,10,10,10,8,3,5,5,0,0,1,0,95,37,4,16,10,9,9,9,5,5,5,0,0,1,0,-0.0528199401458571,0.823358736216373
4580000,7,30,40,95,8,9,8,9,2,3,4,0,0,1,0,46,16,0,6,5,8,8,8,2,3,4,0,0,1,0,-2.05779502353364,-0.570816711423029
4600000,11,80,50,99,8,8,8,10,5,4,5,0,0,0,0,113,25,3,6,10,9,8,10,5,4,5,0,0,0,0,0.615505087650072,1.33550481902268
4602000,8,90,60,114,9,10,6,10,3,3,2,0,0,1,0,35,18,4,11,6,8,7,10,3,6,2,0,0,1,0,-1.38946999573772,-0.883794873137997
4626000,6,30,5,92,10,10,3,9,4,4,3,1,0,1,0,20,17,0,6,8,8,4,7,3,3,4,1,0,1,0,-2.72612005132957,-1.31058327547659
4629000,9,25,25,121,9,10,6,9,5,3,3,0,0,0,0,20,18,1,7,9,9,7,9,5,3,4,0,0,0,0,-0.721144967941786,-1.31058327547659
4647000,10,45,55,95,8,6,10,10,4,3,4,0,0,1,0,37,20,3,8,10,9,10,6,3,3,4,0,0,1,0,-0.0528199401458571,-0.826889752826185
4655000,8,85,30,95,8,9,6,9,4,3,5,0,0,0,0,37,20,1,11,7,9,9,7,4,4,3,0,1,1,0,-1.38946999573772,-0.826889752826185
4665000,11,65,70,121,8,10,10,9,3,3,2,0,0,1,0,50,13,2,12,9,8,9,9,3,3,4,0,0,1,0,0.615505087650072,-0.457006470799405
4668000,5,35,10,99,4,6,4,6,2,4,3,0,0,1,0,0,17,1,4,5,8,7,8,2,4,4,0,0,1,0,-3.3944450791255,-1.87963447859471
4678000,9,45,70,103,8,7,8,10,4,4,4,0,0,0,0,37,20,1,5,6,7,8,6,4,4,4,0,0,0,0,-0.721144967941786,-0.826889752826185
4683000,8,35,20,99,10,10,8,10,2,2,1,0,0,0,0,37,16,2,7,9,7,6,9,2,2,1,0,0,0,0,-1.38946999573772,-0.826889752826185
4686000,10,55,20,110,10,9,9,10,3,4,4,0,0,0,0,25,32,1,8,10,8,10,10,3,5,1,0,0,0,0,-0.0528199401458571,-1.16832047469706
4690000,9,60,60,135,2,8,10,8,4,3,2,0,0,1,0,30,19,2,7,4,8,10,10,6,5,3,0,0,1,0,-0.721144967941786,-1.02605767391753
4691000,12,60,60,103,6,10,8,7,3,3,3,0,0,1,0,28,17,3,8,8,9,10,9,3,3,3,0,0,1,0,1.283830115446,-1.08296279422934
4695000,10,85,75,117,9,8,9,8,4,3,4,0,0,0,0,60,13,4,13,9,9,10,8,4,3,5,0,0,1,0,-0.0528199401458571,-0.172480869240343
4701000,10,60,60,99,8,9,7,10,2,4,3,0,0,1,0,25,18,3,8,9,8,9,9,2,4,5,0,0,1,0,-0.0528199401458571,-1.16832047469706
4705000,11,100,95,121,6,10,10,10,4,6,3,0,0,1,0,100,22,4,8,7,9,10,10,4,6,3,0,0,1,0,0.615505087650072,0.965621536995904
4743000,11,75,50,121,5,10,7,7,2,2,3,1,0,0,0,35,25,2,7,4,9,7,5,2,2,2,1,0,0,0,0.615505087650072,-0.883794873137997
4745000,10,90,30,110,8,9,10,10,6,6,3,0,0,0,0,91,21,2,8,8,9,10,10,6,6,4,0,0,0,0,-0.0528199401458571,0.709548495592749
4746000,10,80,65,129,10,10,8,10,4,3,3,1,0,0,0,46,27,2,10,9,9,7,10,3,3,4,1,0,0,0,-0.0528199401458571,-0.570816711423029
4756000,12,75,55,124,10,10,8,10,4,4,5,0,0,0,0,113,16,2,9,8,9,10,10,4,4,5,0,0,0,0,1.283830115446,1.33550481902268
4757000,11,85,60,114,10,10,8,9,5,4,4,0,0,0,0,81,19,2,10,7,8,7,9,5,3,4,0,0,0,0,0.615505087650072,0.425022894033687
4758000,12,100,80,124,5,9,9,7,6,6,5,0,1,0,0,110,23,2,17,1,7,5,4,6,6,5,0,1,0,0,1.283830115446,1.25014713855497
4762000,11,80,75,154,10,10,8,10,3,3,4,0,0,0,0,85,34,4,12,9,8,8,10,3,3,5,0,0,0,0,0.615505087650072,0.538833134657312
4770000,10,60,40,121,2,10,6,3,6,5,4,0,0,0,0,60,16,3,7,4,9,8,8,6,5,5,0,0,0,0,-0.0528199401458571,-0.172480869240343
4776000,11,95,55,140,8,10,10,10,3,4,5,0,0,0,0,91,20,3,12,8,9,9,10,3,4,3,0,0,0,0,0.615505087650072,0.709548495592749
4777000,12,70,100,145,9,10,7,10,4,4,5,0,0,0,0,113,39,3,10,10,9,9,10,4,4,5,0,0,0,0,1.283830115446,1.33550481902268
4783000,11,75,60,114,7,6,4,10,4,6,5,0,1,0,0,91,28,4,11,9,7,4,10,3,5,5,0,1,0,0,0.615505087650072,0.709548495592749
4797000,10,85,25,121,9,8,7,8,3,5,4,0,0,1,0,37,24,0,12,6,9,9,9,3,5,5,0,0,1,0,-0.0528199401458571,-0.826889752826185
