"ID","JC_Maths_Points","Cog_VR_W2","Cog_NA_W2","Cog_Matrices_W2","SDQ_Emo_Res_PCG_W2","SDQ_Good_Conduct_PCG_W2","SDQ_Focus_Behav_PCG_W2","SDQ_Posi_Peer_PCG_W2","PCG_Educ_W2","SCG_Educ_W2","Income_Quin_Eq_W2","DEIS_W2","Fee_Paying_W2","Mixed_W2","Gender_YP_W2","LC_Maths_Points","Cog_Naming_Total_W3","Cog_Maths_Total_W3","Cog_Vocabulary_W3","SDQ_Emo_Res_PCG_W3","SDQ_Good_Conduct_PCG_W3","SDQ_Focus_Behav_PCG_W3","SDQ_Posi_Peer_PCG_W3","PCG_Educ_W3","SCG_Educ_W3","Income_Quin_Eq_W3","DEIS_W3","Fee_Paying_W3","Mixed_W3","Gender_YP_W3","JC_Maths_Standardized","LC_Maths_Standardized"
4802000,12,95,75,135,10,10,10,10,3,3,4,0,0,1,0,115,30,4,17,10,9,10,9,3,3,2,0,0,1,0,1.283830115446,1.3924099393345
4811000,9,75,30,145,8,10,8,9,6,5,4,0,0,0,0,56,18,3,13,6,9,9,7,5,4,4,1,0,1,1,-0.721144967941786,-0.286291109863968
4824000,12,75,85,124,10,9,9,8,4,5,5,0,0,1,0,102,21,3,13,8,7,9,10,5,5,5,0,0,1,0,1.283830115446,1.02252665730772
4827000,12,85,65,121,9,10,9,10,4,3,4,0,0,0,0,115,25,4,13,7,8,9,7,3,4,4,0,0,0,0,1.283830115446,1.3924099393345
4843000,12,90,80,154,10,10,10,10,6,6,5,0,0,0,0,110,22,3,14,8,9,10,10,6,5,5,0,0,0,0,1.283830115446,1.25014713855497
4850000,12,80,40,10,8,9,10,10,5,4,5,0,0,0,0,95,18,4,13,8,8,10,10,5,4,5,0,0,0,0,1.283830115446,0.823358736216373
4851000,11,80,55,135,7,10,10,10,4,3,4,0,1,0,0,95,30,3,11,6,9,9,10,4,3,2,0,1,0,0,0.615505087650072,0.823358736216373
4853000,12,95,85,145,7,10,8,7,4,4,2,0,0,0,0,105,26,4,15,9,9,10,8,5,4,4,0,0,0,0,1.283830115446,1.10788433777544
4866000,11,75,65,124,10,9,10,8,6,2,3,0,0,1,0,100,30,0,12,9,8,8,9,6,2,3,0,0,1,0,0.615505087650072,0.965621536995904
4873000,9,90,70,124,10,8,5,10,3,5,4,1,0,1,0,45,18,3,6,8,7,5,10,3,4,2,1,0,1,0,-0.721144967941786,-0.599269271578936
4878000,10,70,55,117,8,8,5,7,4,2,3,0,0,1,0,46,22,2,9,7,7,6,9,4,2,1,0,0,1,0,-0.0528199401458571,-0.570816711423029
4880000,10,30,55,110,4,8,5,6,4,3,5,0,0,1,0,81,26,2,5,6,7,6,7,4,3,5,0,0,1,0,-0.0528199401458571,0.425022894033687
4883000,10,60,60,99,9,9,8,10,3,3,2,0,0,1,0,70,18,4,8,10,9,9,9,3,3,2,0,0,1,0,-0.0528199401458571,0.112044732318719
4893000,7,45,15,129,7,8,3,10,3,3,5,0,0,0,0,15,20,0,9,9,9,2,7,3,3,5,0,0,0,0,-2.05779502353364,-1.45284607625612
4895000,11,90,90,121,9,10,8,10,3,6,5,0,0,0,0,75,31,4,14,8,8,8,9,3,6,5,0,0,0,0,0.615505087650072,0.25430753309825
4899000,8,65,30,107,10,10,10,10,5,2,2,1,0,1,0,0,17,2,7,8,9,10,10,5,2,3,1,0,1,0,-1.38946999573772,-1.87963447859471
4901000,11,85,90,124,10,10,10,9,3,3,2,1,0,1,0,95,30,4,12,6,8,9,7,3,3,3,1,0,1,0,0.615505087650072,0.823358736216373
4905000,10,75,55,121,8,9,10,10,4,3,5,0,0,1,0,80,23,4,7,10,8,6,10,4,3,5,0,0,1,0,-0.0528199401458571,0.396570333877781
4921000,12,30,65,140,8,9,7,10,4,5,4,0,0,0,0,91,28,2,5,8,9,9,10,4,5,5,0,0,0,0,1.283830115446,0.709548495592749
4932000,11,100,50,117,5,9,4,6,6,5,4,0,0,1,0,75,23,3,5,4,8,6,6,6,5,4,0,1,1,0,0.615505087650072,0.25430753309825
4933000,9,75,70,114,10,8,9,10,3,3,4,0,0,0,0,15,12,3,11,9,9,10,10,3,3,5,0,0,0,0,-0.721144967941786,-1.45284607625612
4939000,7,55,25,95,8,10,5,9,2,2,4,0,0,1,0,0,15,1,9,7,9,9,10,2,2,2,0,0,1,0,-2.05779502353364,-1.87963447859471
4949000,11,35,50,114,9,10,9,10,3,3,3,0,0,1,0,80,18,4,8,8,9,10,10,3,3,3,0,0,1,0,0.615505087650072,0.396570333877781
4950000,10,100,70,121,10,10,10,8,3,3,4,0,0,1,0,45,33,2,12,8,9,10,10,4,3,3,0,0,1,0,-0.0528199401458571,-0.599269271578936
4951000,9,75,40,129,3,9,7,6,4,3,2,0,0,1,0,45,19,4,13,7,7,9,10,4,3,5,0,0,1,0,-0.721144967941786,-0.599269271578936
4955000,8,35,20,114,7,10,8,9,2,3,4,0,0,1,0,30,23,1,5,7,6,9,10,2,3,3,0,0,1,0,-1.38946999573772,-1.02605767391753
4959000,11,100,70,117,10,10,9,10,5,6,5,0,0,1,0,102,36,4,14,9,9,10,9,5,6,5,0,0,1,0,0.615505087650072,1.02252665730772
4960000,8,45,45,114,7,8,4,5,3,4,4,0,0,0,0,20,22,2,9,6,7,5,8,3,6,4,0,0,0,0,-1.38946999573772,-1.31058327547659
4966000,9,30,50,121,7,8,6,9,2,2,3,0,0,0,0,110,24,2,7,7,9,8,8,2,2,4,0,0,0,0,-0.721144967941786,1.25014713855497
4972000,8,30,30,121,8,8,9,8,1,2,2,1,0,0,0,35,18,2,7,2,9,8,8,1,2,4,1,0,0,0,-1.38946999573772,-0.883794873137997
4979000,12,80,70,114,9,7,6,10,5,6,5,0,1,0,0,56,25,3,15,9,9,9,9,5,5,5,0,1,0,0,1.283830115446,-0.286291109863968
4992000,10,50,30,110,8,9,6,9,4,4,5,0,0,0,0,46,25,2,11,9,8,9,10,3,3,4,0,0,0,0,-0.0528199401458571,-0.570816711423029
4995000,7,70,35,95,10,10,7,10,4,2,5,0,0,0,0,30,25,1,8,9,9,8,10,4,2,5,0,0,0,0,-2.05779502353364,-1.02605767391753
5006000,8,25,35,99,7,7,6,9,5,3,4,0,0,0,0,37,26,0,5,7,6,9,7,5,3,5,0,0,0,0,-1.38946999573772,-0.826889752826185
5017000,10,95,50,124,10,10,9,8,3,3,1,0,0,0,0,40,32,0,15,6,8,10,8,3,3,5,0,0,0,0,-0.0528199401458571,-0.741532072358467
5027000,9,70,90,121,8,9,8,9,3,4,4,0,0,1,0,45,23,2,7,3,7,7,9,3,3,3,0,0,1,0,-0.721144967941786,-0.599269271578936
5028000,9,30,20,129,7,10,10,10,4,3,3,0,0,1,0,28,14,0,6,10,9,10,10,3,3,2,0,0,1,0,-0.721144967941786,-1.08296279422934
5030000,11,80,75,121,10,10,7,10,3,2,5,0,0,1,0,110,17,4,10,8,9,10,10,3,2,5,0,0,1,0,0.615505087650072,1.25014713855497
5033000,10,80,45,129,6,9,6,10,5,5,3,0,0,1,0,85,22,3,9,10,9,10,8,5,5,4,0,0,1,0,-0.0528199401458571,0.538833134657312
5034000,10,40,10,129,8,6,6,10,4,4,5,0,0,1,0,0,21,3,5,5,6,4,10,4,4,4,0,1,1,0,-0.0528199401458571,-1.87963447859471
5042000,11,80,35,95,10,8,10,9,4,3,4,0,0,1,0,95,24,4,12,9,9,10,10,4,3,3,0,0,1,0,0.615505087650072,0.823358736216373
5043000,8,55,25,95,6,9,5,8,4,4,5,0,0,0,0,46,25,0,4,5,8,6,8,4,4,5,0,0,0,0,-1.38946999573772,-0.570816711423029
5045000,9,60,30,99,10,8,5,10,4,5,5,0,0,0,0,28,21,3,7,4,5,8,8,3,4,5,0,0,0,0,-0.721144967941786,-1.08296279422934
5046000,10,60,45,117,7,10,10,7,5,2,4,1,0,1,0,30,16,2,9,8,8,10,8,5,2,4,1,0,1,0,-0.0528199401458571,-1.02605767391753
5058000,11,80,50,99,8,10,9,9,3,3,2,0,0,0,0,45,18,3,7,7,9,9,10,3,3,2,0,0,0,0,0.615505087650072,-0.599269271578936
5062000,11,75,65,103,6,5,4,5,3,4,5,0,1,1,0,81,25,1,14,5,8,8,7,3,3,5,0,1,1,0,0.615505087650072,0.425022894033687
5063000,11,30,55,124,10,8,8,10,6,6,5,0,0,1,0,71,22,1,6,10,6,7,8,6,6,5,0,0,1,0,0.615505087650072,0.140497292474625
5064000,11,95,60,128,8,9,10,10,4,4,4,0,0,1,0,91,28,3,13,9,9,9,10,4,4,5,0,0,1,0,0.615505087650072,0.709548495592749
5067000,10,70,70,135,9,9,8,9,4,2,4,0,0,1,0,95,20,4,13,9,8,7,10,3,2,5,0,0,1,0,-0.0528199401458571,0.823358736216373
5079000,10,75,35,107,9,9,6,10,6,5,5,0,1,0,0,50,28,2,13,10,8,7,9,5,5,5,0,1,0,0,-0.0528199401458571,-0.457006470799405
5080000,12,95,50,145,10,9,10,10,5,6,3,0,1,0,0,125,27,4,17,9,9,10,10,5,6,5,0,1,0,0,1.283830115446,1.67693554089356
5083000,10,45,40,110,8,7,1,10,3,5,4,0,1,0,0,20,32,0,12,10,8,3,9,3,5,3,0,1,0,0,-0.0528199401458571,-1.31058327547659
5085000,10,100,60,107,9,9,10,10,6,4,5,0,1,0,0,46,17,3,14,7,9,10,10,6,4,5,0,1,0,0,-0.0528199401458571,-0.570816711423029
5086000,12,90,70,140,10,10,8,10,4,5,5,0,1,0,0,113,28,4,14,10,9,9,10,4,6,5,0,1,0,0,1.283830115446,1.33550481902268
5091000,12,95,80,140,6,10,8,10,4,5,5,0,1,0,0,105,30,4,15,2,9,9,9,4,5,5,0,1,0,0,1.283830115446,1.10788433777544
5107000,9,85,55,124,10,10,7,10,4,2,3,0,0,0,0,20,30,3,10,8,8,9,9,4,2,4,0,0,0,0,-0.721144967941786,-1.31058327547659
5111000,8,50,35,99,6,6,9,10,2,4,2,0,0,0,0,30,22,1,5,6,7,6,7,2,4,1,0,0,0,0,-1.38946999573772,-1.02605767391753
5112000,12,95,95,140,10,10,9,10,4,3,5,0,0,0,0,100,39,4,17,10,8,10,10,4,3,5,0,0,0,0,1.283830115446,0.965621536995904
5122000,9,60,45,121,9,10,6,10,4,6,4,0,1,0,0,15,11,2,8,8,9,5,6,4,6,5,0,1,0,0,-0.721144967941786,-1.45284607625612
5130000,8,55,45,103,7,8,7,10,6,5,5,0,1,0,0,45,14,1,6,8,8,10,10,6,5,5,0,1,0,0,-1.38946999573772,-0.599269271578936
5146000,9,75,50,114,8,9,7,6,3,4,2,0,0,1,0,15,23,2,11,5,7,3,9,3,4,3,0,0,0,0,-0.721144967941786,-1.45284607625612
5147000,8,70,25,110,8,7,7,8,3,3,3,0,0,1,0,25,20,2,9,9,7,8,9,3,3,4,0,0,1,0,-1.38946999573772,-1.16832047469706
5160000,11,75,45,85,9,8,9,10,3,3,4,0,0,1,0,105,27,3,11,7,8,10,8,4,3,3,0,0,1,0,0.615505087650072,1.10788433777544
5175000,11,95,60,135,5,10,8,9,3,2,2,0,0,0,0,40,27,3,13,8,9,10,9,3,2,2,0,0,0,0,0.615505087650072,-0.741532072358467
5186000,10,50,55,95,7,9,8,10,4,5,4,0,0,1,0,70,17,3,7,7,8,8,10,4,5,5,0,0,1,0,-0.0528199401458571,0.112044732318719
5190000,11,70,60,135,10,10,10,10,4,4,5,0,0,1,0,80,21,3,13,8,9,10,10,4,4,5,0,0,1,0,0.615505087650072,0.396570333877781
5191000,12,85,85,145,10,10,10,10,6,6,4,0,0,1,0,125,20,3,11,8,7,9,8,6,5,3,0,0,1,0,1.283830115446,1.67693554089356
5195000,8,80,65,117,9,7,9,9,5,3,5,0,0,1,0,15,17,3,11,7,8,8,9,6,3,5,0,0,1,0,-1.38946999573772,-1.45284607625612
5198000,11,90,90,129,6,9,9,10,4,4,3,0,0,1,0,91,21,3,14,9,9,10,8,3,4,4,0,0,1,0,0.615505087650072,0.709548495592749
5201000,8,35,40,107,9,6,4,9,4,4,4,0,0,1,0,35,22,2,7,8,7,7,10,4,2,3,0,0,1,0,-1.38946999573772,-0.883794873137997
5202000,9,90,25,121,9,9,6,9,3,3,2,0,0,0,0,45,22,2,15,9,9,9,8,3,3,2,0,0,0,0,-0.721144967941786,-0.599269271578936
5203000,12,90,65,99,10,9,10,10,5,6,5,0,0,1,0,100,14,3,12,10,8,10,9,5,6,5,0,0,1,0,1.283830115446,0.965621536995904
5205000,10,45,70,117,7,10,10,8,2,2,1,0,0,1,0,28,28,2,5,5,9,10,6,2,2,2,0,0,1,0,-0.0528199401458571,-1.08296279422934
5206000,9,60,70,110,8,9,10,8,1,2,1,1,0,1,0,40,19,4,8,10,9,10,10,1,1,3,1,0,1,0,-0.721144967941786,-0.741532072358467
5207000,8,55,25,117,9,8,9,10,3,2,5,1,0,1,0,30,21,3,6,8,9,9,9,3,2,4,1,0,1,0,-1.38946999573772,-1.02605767391753
5214000,11,50,75,140,9,9,9,10,5,5,5,0,1,1,0,95,19,2,8,10,8,7,9,5,4,5,0,1,1,0,0.615505087650072,0.823358736216373
5217000,9,35,20,129,8,7,6,10,3,3,4,0,0,1,0,45,23,4,7,10,7,8,9,3,3,4,0,0,1,0,-0.721144967941786,-0.599269271578936
5220000,11,80,70,110,9,10,7,9,5,4,5,0,0,1,0,90,16,4,12,9,8,9,10,5,4,5,0,0,1,0,0.615505087650072,0.681095935436843
5223000,10,50,55,128,9,8,9,10,3,2,5,0,0,1,0,35,18,2,7,6,8,9,9,3,2,4,0,0,1,0,-0.0528199401458571,-0.883794873137997
5224000,11,85,65,124,8,10,9,10,2,3,4,0,0,1,0,45,23,2,14,9,9,10,9,2,3,5,0,0,1,0,0.615505087650072,-0.599269271578936
5238000,8,90,75,121,6,7,3,8,4,2,5,0,0,0,0,25,26,3,14,7,8,5,9,3,2,2,0,0,0,0,-1.38946999573772,-1.16832047469706
5245000,10,60,45,99,7,8,8,9,4,5,4,0,0,0,0,50,23,2,11,8,9,10,10,4,5,4,0,0,0,0,-0.0528199401458571,-0.457006470799405
5246000,12,95,50,129,9,9,3,4,6,6,5,0,1,1,0,115,21,4,14,10,8,7,8,6,6,5,0,1,1,0,1.283830115446,1.3924099393345
5247000,12,100,90,145,10,9,7,7,4,3,5,0,0,1,0,91,22,2,11,10,8,8,8,4,3,5,0,0,1,0,1.283830115446,0.709548495592749
5249000,11,90,45,124,8,10,9,9,4,4,4,0,0,0,0,90,16,1,11,8,8,10,9,3,4,4,0,0,0,0,0.615505087650072,0.681095935436843
5263000,11,90,55,140,9,8,5,10,5,6,4,0,0,0,0,113,37,3,13,8,8,6,10,6,6,5,0,0,0,0,0.615505087650072,1.33550481902268
5270000,10,60,90,114,10,10,3,10,4,3,3,0,0,1,0,56,22,4,5,10,8,8,10,5,3,3,0,0,1,0,-0.0528199401458571,-0.286291109863968
5278000,9,60,30,117,6,10,10,10,3,3,3,0,0,0,0,20,14,1,7,8,9,10,10,3,3,3,0,0,0,0,-0.721144967941786,-1.31058327547659
5281000,8,30,40,114,7,10,10,9,3,2,1,0,0,0,0,20,23,3,6,3,9,10,8,3,2,1,0,0,0,0,-1.38946999573772,-1.31058327547659
5282000,11,40,40,129,10,10,9,7,4,3,3,0,0,0,0,110,19,2,4,7,9,9,8,5,3,3,0,0,0,0,0.615505087650072,1.25014713855497
5300000,10,70,40,124,10,9,8,10,3,3,1,0,0,1,0,80,16,4,12,9,9,8,10,3,3,2,0,0,1,0,-0.0528199401458571,0.396570333877781
5317000,9,85,75,114,9,10,10,6,5,6,4,0,0,0,0,15,22,3,10,8,9,8,8,5,6,4,0,0,0,0,-0.721144967941786,-1.45284607625612
5320000,9,70,65,110,5,10,9,9,4,2,3,0,0,0,0,35,21,3,9,10,9,10,10,4,2,4,0,0,0,0,-0.721144967941786,-0.883794873137997
5336000,12,95,85,145,9,7,8,10,6,6,5,0,0,0,0,115,23,4,13,9,9,10,10,6,6,4,0,0,0,0,1.283830115446,1.3924099393345
5338000,11,100,90,129,9,10,10,10,3,6,5,0,0,1,0,115,21,4,13,10,8,10,9,3,5,4,0,0,1,0,0.615505087650072,1.3924099393345
5349000,12,85,80,129,10,10,9,10,5,3,4,0,0,1,0,110,26,4,10,10,9,10,10,5,3,5,0,0,1,0,1.283830115446,1.25014713855497
5350000,11,90,70,140,8,7,9,10,3,3,3,0,0,1,0,100,32,4,8,5,7,10,9,3,3,4,0,0,1,0,0.615505087650072,0.965621536995904
5357000,12,95,95,140,8,10,9,8,6,3,4,0,0,1,0,100,31,4,14,8,9,8,8,6,3,5,0,0,1,0,1.283830115446,0.965621536995904
5361000,11,85,50,140,9,9,8,9,4,6,3,0,0,1,0,45,29,3,15,10,9,9,9,3,6,5,0,0,1,0,0.615505087650072,-0.599269271578936
5380000,8,20,15,128,10,10,10,10,4,4,5,0,0,1,0,30,38,1,8,9,8,9,10,3,3,3,0,0,1,0,-1.38946999573772,-1.02605767391753
5386000,9,95,65,129,8,7,6,9,3,3,4,0,0,0,0,46,33,3,12,6,5,3,6,4,3,3,0,0,0,0,-0.721144967941786,-0.570816711423029
5390000,11,60,65,124,10,10,10,10,4,4,4,0,0,0,0,85,22,3,9,10,9,9,10,3,4,5,0,0,0,0,0.615505087650072,0.538833134657312
5404000,10,90,55,129,9,10,10,9,4,4,4,0,0,0,0,75,16,3,10,10,9,9,7,3,3,4,0,0,0,0,-0.0528199401458571,0.25430753309825
5410000,10,85,60,95,10,8,6,10,3,4,5,0,1,1,0,46,23,2,6,8,7,7,7,3,4,5,0,1,1,0,-0.0528199401458571,-0.570816711423029
5416000,11,95,85,131,8,9,6,9,6,6,5,0,0,0,0,110,22,4,12,5,9,9,10,6,6,4,0,0,0,0,0.615505087650072,1.25014713855497
5417000,11,100,70,129,8,10,10,10,3,4,5,0,0,0,0,100,26,3,15,8,8,9,10,3,5,5,0,0,0,0,0.615505087650072,0.965621536995904
5419000,10,75,60,117,10,10,8,10,4,2,2,0,0,0,0,45,21,3,12,9,9,10,10,3,2,3,0,0,0,0,-0.0528199401458571,-0.599269271578936
5422000,8,65,50,103,8,10,9,10,3,2,1,0,0,0,0,28,25,2,7,9,9,8,10,3,1,1,0,0,0,0,-1.38946999573772,-1.08296279422934
5426000,10,85,75,129,10,9,9,9,4,4,2,0,0,0,0,35,15,3,7,10,9,10,9,4,3,3,0,0,0,0,-0.0528199401458571,-0.883794873137997
5428000,10,70,50,117,10,10,10,10,4,4,4,0,0,0,0,80,27,2,10,10,8,10,10,3,3,3,1,0,1,0,-0.0528199401458571,0.396570333877781
5430000,10,85,85,114,9,10,10,10,3,3,3,0,0,1,0,81,27,3,8,7,8,10,10,3,3,3,0,0,1,0,-0.0528199401458571,0.425022894033687
5445000,10,30,75,135,9,10,10,10,2,3,4,0,0,0,0,45,20,3,5,5,8,8,8,2,4,3,0,0,0,0,-0.0528199401458571,-0.599269271578936
5447000,11,75,95,114,10,7,7,10,5,6,5,0,0,0,0,85,21,2,6,9,9,9,10,5,6,5,0,0,0,0,0.615505087650072,0.538833134657312
5452000,11,75,50,121,10,9,9,9,3,3,2,0,0,1,0,60,32,3,11,10,9,9,9,3,3,1,0,0,1,0,0.615505087650072,-0.172480869240343
5463000,8,40,30,121,9,9,9,10,4,5,5,0,0,0,0,30,19,2,6,6,9,10,7,4,4,5,0,0,0,0,-1.38946999573772,-1.02605767391753
5464000,10,75,65,129,5,10,7,10,6,3,5,0,0,0,0,81,22,2,13,1,7,7,9,6,3,5,0,0,0,0,-0.0528199401458571,0.425022894033687
5466000,11,50,75,124,10,10,10,10,3,4,4,0,0,0,0,40,21,2,7,10,9,10,10,3,5,4,0,0,0,0,0.615505087650072,-0.741532072358467
5469000,10,80,85,131,7,10,9,10,3,6,5,0,0,0,0,50,21,3,10,8,8,9,9,3,6,4,0,0,0,0,-0.0528199401458571,-0.457006470799405
5476000,6,45,55,121,6,9,9,8,6,3,4,0,0,1,0,28,19,1,10,9,9,9,4,6,3,5,0,0,1,0,-2.72612005132957,-1.08296279422934
5478000,12,85,85,140,8,10,10,10,3,3,4,0,0,1,0,102,21,4,17,8,9,10,10,3,3,5,0,0,1,0,1.283830115446,1.02252665730772
5479000,12,35,60,97,7,9,9,8,5,5,3,0,0,1,0,113,18,3,10,7,8,9,8,5,5,4,0,0,1,0,1.283830115446,1.33550481902268
5480000,9,55,65,124,10,10,7,10,3,3,4,0,0,1,0,45,20,3,12,10,9,7,8,3,3,4,0,0,1,0,-0.721144967941786,-0.599269271578936
5489000,10,60,75,135,9,10,7,10,3,3,5,0,0,1,0,50,22,3,9,9,9,8,7,3,3,4,0,0,1,0,-0.0528199401458571,-0.457006470799405
5497000,10,60,35,161,5,8,9,10,3,3,4,0,0,0,0,30,24,3,6,7,8,10,10,3,3,3,0,0,0,0,-0.0528199401458571,-1.02605767391753
5500000,8,30,55,135,6,7,6,10,3,4,4,0,0,1,0,37,17,2,4,5,7,3,8,3,4,4,0,0,1,0,-1.38946999573772,-0.826889752826185
5503000,5,40,30,103,6,6,5,7,5,1,4,0,0,1,0,0,13,0,8,4,5,6,6,5,1,4,0,0,1,0,-3.3944450791255,-1.87963447859471
5505000,11,25,30,95,9,10,6,9,3,3,3,0,0,1,0,85,17,3,3,7,9,8,9,3,3,2,0,0,1,0,0.615505087650072,0.538833134657312
5520000,10,45,50,114,10,9,10,9,4,3,3,0,0,1,0,28,24,2,7,10,8,9,10,3,3,2,0,0,1,0,-0.0528199401458571,-1.08296279422934
5521000,9,55,25,89,8,10,7,10,3,1,2,0,0,1,0,30,24,2,7,8,9,8,8,3,1,1,0,0,1,0,-0.721144967941786,-1.02605767391753
5523000,8,65,50,117,10,8,6,10,3,4,2,0,0,1,0,40,25,3,9,10,9,9,10,3,4,2,0,0,1,0,-1.38946999573772,-0.741532072358467
5535000,8,35,55,110,9,10,9,10,4,4,4,0,0,0,0,20,17,4,6,8,7,8,9,4,4,4,0,0,0,0,-1.38946999573772,-1.31058327547659
5543000,10,60,95,124,10,9,7,10,4,4,5,0,0,0,0,56,23,1,5,10,8,7,10,4,4,5,0,0,0,0,-0.0528199401458571,-0.286291109863968
5568000,10,65,45,129,10,8,1,9,4,3,3,0,0,0,0,70,29,2,13,10,8,3,10,4,3,3,0,0,0,0,-0.0528199401458571,0.112044732318719
5572000,12,75,80,135,10,10,8,10,3,6,5,0,0,0,0,110,28,4,9,10,9,10,9,3,6,5,0,0,0,0,1.283830115446,1.25014713855497
5574000,10,80,75,140,9,10,10,8,3,2,2,0,0,0,0,30,31,3,12,7,8,8,8,3,3,2,0,0,0,0,-0.0528199401458571,-1.02605767391753
5576000,11,70,85,129,10,10,10,10,4,5,5,0,0,0,0,71,19,4,8,10,8,8,10,5,5,5,0,0,0,0,0.615505087650072,0.140497292474625
5586000,9,80,80,124,10,9,9,6,4,4,5,1,0,1,0,95,25,4,17,8,9,10,9,3,4,5,0,0,1,0,-0.721144967941786,0.823358736216373
5587000,11,60,60,131,8,6,6,10,6,3,2,0,0,0,0,91,22,2,6,8,8,6,10,6,3,4,0,0,0,0,0.615505087650072,0.709548495592749
5592000,9,80,55,135,7,10,7,9,4,3,5,0,0,0,0,30,16,2,5,4,9,9,10,3,2,4,0,0,0,0,-0.721144967941786,-1.02605767391753
5599000,10,65,40,124,7,9,10,9,6,5,5,0,0,0,0,60,20,3,12,9,8,10,6,6,4,5,0,0,0,0,-0.0528199401458571,-0.172480869240343
5602000,6,35,40,95,8,9,10,10,4,4,4,0,0,1,0,0,28,0,5,10,8,10,10,3,4,3,0,0,1,0,-2.72612005132957,-1.87963447859471
5608000,10,60,45,121,7,9,7,5,4,4,5,0,0,0,0,45,17,3,11,8,8,9,8,4,3,5,0,0,0,0,-0.0528199401458571,-0.599269271578936
5610000,10,45,25,124,9,10,8,10,3,6,4,0,0,1,0,80,23,4,11,9,9,10,10,3,6,5,0,0,1,0,-0.0528199401458571,0.396570333877781
5630000,11,85,45,103,9,10,9,10,4,3,4,0,0,0,0,46,25,3,17,8,9,9,10,4,3,5,0,0,0,0,0.615505087650072,-0.570816711423029
5634000,12,80,65,117,1,8,10,9,6,4,5,0,0,0,0,102,27,3,11,4,8,10,10,6,4,5,0,0,0,0,1.283830115446,1.02252665730772
5641000,7,85,40,95,8,10,6,9,4,4,5,0,0,1,0,15,17,1,8,7,9,7,10,4,3,5,0,0,1,0,-2.05779502353364,-1.45284607625612
5642000,10,65,50,107,7,7,8,8,4,3,5,0,0,1,0,46,25,3,5,3,8,7,4,4,3,5,0,0,1,0,-0.0528199401458571,-0.570816711423029
5650000,6,25,30,117,10,8,9,10,3,3,5,0,0,1,0,0,20,1,7,7,7,9,9,3,3,3,0,0,1,0,-2.72612005132957,-1.87963447859471
5651000,9,50,40,124,5,9,8,9,3,3,2,0,0,1,0,20,27,3,9,8,8,9,8,3,3,1,0,0,1,0,-0.721144967941786,-1.31058327547659
5652000,11,55,90,124,10,10,8,8,5,3,3,0,0,0,0,46,18,3,8,10,9,10,10,5,3,3,0,0,0,0,0.615505087650072,-0.570816711423029
5653000,11,70,20,135,10,10,9,8,4,3,5,0,0,0,0,37,17,3,4,10,8,10,10,4,4,3,0,0,0,0,0.615505087650072,-0.826889752826185
5654000,9,40,25,95,5,10,8,10,3,3,3,0,0,0,0,28,15,1,5,6,9,10,8,3,3,1,0,0,0,0,-0.721144967941786,-1.08296279422934
5656000,11,85,55,145,6,10,3,8,4,4,5,0,0,0,0,75,21,3,8,5,9,2,8,4,4,5,0,0,0,0,0.615505087650072,0.25430753309825
5664000,11,95,65,124,10,9,10,7,3,3,3,0,0,1,0,46,24,4,13,6,9,9,9,3,3,3,0,0,1,0,0.615505087650072,-0.570816711423029
5667000,9,40,25,97,9,7,9,8,3,3,5,0,0,0,0,20,15,2,9,5,7,9,8,3,3,5,0,0,0,0,-0.721144967941786,-1.31058327547659
5674000,10,60,70,129,7,9,7,10,3,3,4,0,0,0,0,46,29,3,10,3,8,7,9,3,3,5,0,0,0,0,-0.0528199401458571,-0.570816711423029
5675000,12,95,35,117,10,10,10,10,5,5,4,0,0,1,0,105,18,3,13,10,8,10,10,4,5,2,0,0,1,0,1.283830115446,1.10788433777544
5680000,10,85,45,99,10,10,9,10,3,3,3,0,0,1,0,45,29,1,7,8,8,8,10,3,3,2,0,0,1,0,-0.0528199401458571,-0.599269271578936
5685000,6,75,30,114,10,10,10,10,3,3,5,0,1,0,0,0,21,3,8,9,9,8,10,2,3,4,0,0,1,0,-2.72612005132957,-1.87963447859471
5701000,8,40,20,103,6,8,9,10,3,3,1,0,0,0,0,25,24,2,7,3,7,5,6,3,3,1,0,0,0,0,-1.38946999573772,-1.16832047469706
5702000,11,35,60,121,10,10,8,10,3,2,3,0,0,0,0,71,21,4,8,8,9,9,10,3,2,2,0,0,0,0,0.615505087650072,0.140497292474625
5705000,10,55,20,135,10,9,7,10,5,5,4,0,0,1,0,28,27,2,8,7,6,8,6,4,5,5,0,0,1,0,-0.0528199401458571,-1.08296279422934
5707000,10,60,65,124,2,9,10,10,5,3,1,0,0,1,0,46,37,3,6,1,9,9,10,5,3,2,0,0,1,0,-0.0528199401458571,-0.570816711423029
5708000,10,70,40,99,10,10,10,10,3,3,5,0,0,1,0,30,26,3,8,9,9,10,9,3,3,5,0,0,1,0,-0.0528199401458571,-1.02605767391753
5709000,11,90,80,154,7,10,10,10,4,2,1,0,0,1,0,100,23,4,10,9,7,10,9,4,4,3,0,0,1,0,0.615505087650072,0.965621536995904
5724000,8,70,30,95,5,8,3,10,6,4,5,0,1,0,0,28,23,1,5,1,6,2,10,6,4,4,0,1,0,0,-1.38946999573772,-1.08296279422934
