"Household_ID","LC_Did_English","Did_Maths","LC_Maths_Level","LC_English_Level","LC_Maths_Points","LC_English_Points","TIPI_Agreeable_YP_W4","TIPI_EmoStab_YP_W4","TIPI_Cons_YP_W4","TIPI_Extra_YP_W4","TIPI_Open_YP_W4","CognitiveNamingFruit_W4","TIPI_Agreeable_PCG_W4","TIPI_EmoStab_PCG_W4","TIPI_Cons_PCG_W4","TIPI_Extra_PCG_W4","TIPI_Open_PCG_W4","Grinds_All_Subjects_W4","Grinds_English_W4","Grinds_Maths_W4","TIPI_Extra_YP_W3","TIPI_Agreeable_YP_W3","TIPI_Cons_YP_W3","TIPI_EmoStab_YP_W3","TIPI_Open_YP_W3","TIPI_Extra_PCG_W3","TIPI_Agreeable_PCG_W3","TIPI_Cons_PCG_W3","TIPI_EmoStab_PCG_W3","TIPI_Open_PCG_W3","TIPI_Extra_SCG_W3","TIPI_Agreeable_SCG_W3","TIPI_Cons_SCG_W3","TIPI_EmoStab_SCG_W3","TIPI_Open_SCG_W3","SDQ_Emo_PCG_W3","SDQ_Conduct_PCG_W3","SDQ_Hyper_PCG_W3","SDQ_Peer_PCG_W3","SDQ_Emo_SCG_W3","SDQ_Conduct_SCG_W3","SDQ_Hyper_SCG_W3","SDQ_Peer_SCG_W3","Cog_Naming_Total_W3","Cog_Maths_Total_W3","Cog_Vocabulary_W3","Gender_YP_W3","PCG_Educ_W3","SCG_Educ_W3","Income_Quin_Eq_W3","DEIS_W3","School_Type_W3","Number_Boys_School_W3","Number_Girls_School_W3","SDQ_Emo_Res_PCG_W3","SDQ_Good_Conduct_PCG_W3","SDQ_Focus_Behav_PCG_W3","SDQ_Posi_Peer_PCG_W3","SDQ_Emo_Res_SCG_W3","SDQ_Good_Conduct_SCG_W3","SDQ_Focus_Behav_SCG_W3","SDQ_Posi_Peer_SCG_W3","Fee_Paying_W3","Non_Fee_Paying_W3","Vocational_W3","Community_College_W3","Comprehensive_School_W3","School_Gender_Type","Girls_Only_School","Boys_Only_School","Mixed_School","School_Gender_Type_W3","Girls_Only_School_W3","Boys_Only_School_W3","Mixed_School_W3"
90000,1,1,"Ordinary","Higher",30,30,4.5,3,4.5,7,7,14,6.5,6,6.5,5.5,6.5,1,NA,NA,4.5,6,4.5,7,6.5,7,6.5,4,5.5,6,4,4,4,6,5.5,0,0,2,3,3,2,3,4,25,4,13,1,5,4,5,NA,NA,NA,NA,10,9,8,7,7,7,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91000,1,1,"Foundation","Ordinary/Foundation",0,0,5,5,5.5,5.5,5,16,6,5.5,5.5,2.5,4,1,NA,NA,6,5,4.5,4,6,5.5,4,4.5,4,5,NA,NA,NA,NA,NA,1,1,7,2,NA,NA,NA,NA,31,1,7,1,3,NA,5,0,2,5,0,9,8,3,8,NA,NA,NA,NA,0,1,0,0,0,"Boys Only",0,1,0,"Boys Only",0,1,0
93000,1,1,"Higher","Higher",115,NA,5.5,6.5,6.5,6,4.5,19,NA,NA,NA,NA,NA,0,NA,NA,5.5,5,5,6.5,5.5,1.5,6,5,6,5,NA,NA,NA,NA,NA,0,0,2,2,NA,NA,NA,NA,21,4,16,1,4,NA,5,0,2,5,0,10,9,8,8,NA,NA,NA,NA,0,1,0,0,0,"Boys Only",0,1,0,"Boys Only",0,1,0
94000,NA,NA,NA,NA,NA,NA,4.5,5,6,4,5.5,6,5,4.5,7,4.5,6,0,1,1,4,4.5,5,4,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,2,6,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98000,1,1,"Ordinary","Higher",30,30,4,6.5,5.5,4.5,7,15,4.5,6,6,4.5,6,1,NA,NA,6.5,4.5,5.5,6,7,4.5,3.5,2.5,3,3,NA,NA,NA,NA,NA,6,5,3,3,NA,NA,NA,NA,23,3,7,1,5,NA,2,0,5,5,5,4,4,7,7,NA,NA,NA,NA,0,0,0,0,1,"Mixed",0,0,1,"Mixed",0,0,1
99000,1,1,"Foundation","Ordinary/Foundation",0,0,4.5,2,4.5,4,4.5,7,4.5,2,6,4.5,6.5,0,NA,NA,4.5,7,7,5,6.5,3.5,3.5,4,2.5,6,NA,NA,NA,NA,NA,9,1,8,5,NA,NA,NA,NA,22,2,8,1,3,NA,5,1,5,4,3,1,8,2,5,NA,NA,NA,NA,0,0,0,0,1,"Mixed",0,0,1,"Mixed",0,0,1
1e+05,1,1,"Ordinary","Ordinary/Foundation",0,0,4.5,5.5,5.5,6,6.5,8,7,6,7,4.5,7,1,NA,NA,4.5,4,7,6.5,6.5,5,7,7,7,6.5,NA,NA,NA,NA,NA,1,0,0,0,NA,NA,NA,NA,15,1,5,1,3,NA,3,NA,NA,NA,NA,9,9,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102000,1,1,"Ordinary","Higher",37,37,3.5,5.5,5.5,5.5,7,14,4.5,4.5,4,5,4.5,0,0,1,4.5,3,4.5,6,7,6,5,1,4.5,6,4,5.5,3,4,6,3,3,6,2,3,2,4,4,23,3,15,1,6,4,5,0,1,2,2,7,6,4,8,7,7,6,6,1,0,0,0,0,"Mixed",0,0,1,"Mixed",0,0,1
103000,1,1,"Higher","Higher",71,71,3,6,6,4.5,5,19,7,3,5,6,5.5,1,NA,NA,4,2.5,7,6.5,4.5,4,4.5,4,3,4,3.5,5.5,5.5,6,4.5,3,0,1,2,3,0,0,4,33,4,15,1,6,6,5,0,3,NA,NA,7,9,9,8,7,9,10,6,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA
104000,1,1,"Foundation","Higher",0,0,5,5.5,2.5,4.5,6,9,6.5,6.5,6.5,6,5.5,0,0,0,6,4,5,5.5,4.5,4,6.5,5,6.5,6,4.5,5.5,5,3,6.5,0,0,1,1,1,1,2,1,18,2,11,1,4,5,5,0,4,5,5,10,9,9,9,9,8,8,9,0,0,0,1,0,"Mixed",0,0,1,"Mixed",0,0,1
105000,1,1,"Higher","Higher",37,37,4.5,4.5,4,6,7,9,NA,NA,NA,NA,NA,1,1,1,6.5,4.5,4,6,6.5,6,3.5,4.5,6.5,7,NA,NA,NA,NA,NA,0,2,2,0,NA,NA,NA,NA,28,2,6,1,6,NA,4,0,1,5,0,10,7,8,10,NA,NA,NA,NA,1,0,0,0,0,"Boys Only",0,1,0,"Boys Only",0,1,0
106000,NA,NA,NA,NA,NA,NA,4,3,1.5,3.5,5.5,14,6.5,4,7,7,3.5,0,NA,NA,6,5.5,4.5,5.5,3.5,4,1.5,1,1,4,NA,NA,NA,NA,NA,7,0,7,10,NA,NA,NA,NA,21,2,7,1,1,NA,1,0,5,5,3,3,9,3,0,NA,NA,NA,NA,0,0,0,0,1,"Mixed",0,0,1,"Mixed",0,0,1
108000,1,1,"Ordinary","Higher",25,25,5.5,3,4.5,4,5.5,11,6.5,6.5,4.5,6,6.5,1,NA,NA,4,4.5,4.5,2.5,5.5,4,5.5,2,6,6,4,5,4.5,4.5,7,2,0,4,4,3,1,5,1,20,2,10,1,4,2,4,0,2,5,0,8,9,6,6,7,8,5,9,0,1,0,0,0,"Boys Only",0,1,0,"Boys Only",0,1,0
111000,1,1,"Higher","Higher",81,81,3.5,6,5.5,2,4.5,9,NA,NA,NA,NA,NA,0,0,1,2.5,3.5,4,5.5,5,3,6,4.5,5.5,5,4,4,4.5,4.5,7,2,0,1,3,0,0,1,1,22,4,4,1,4,2,3,0,3,4,3,8,9,9,7,10,9,9,9,0,0,1,0,0,"Mixed",0,0,1,"Mixed",0,0,1
112000,1,1,"Ordinary","Ordinary/Foundation",56,NA,4,6.5,5,5,6.5,7,NA,NA,NA,NA,NA,1,1,0,5.5,3.5,5,7,7,3.5,4,3.5,2,4,2.5,6,4,7,4.5,2,3,4,1,0,1,3,0,19,3,9,1,3,2,5,0,3,4,3,8,6,6,9,10,8,7,10,0,0,1,0,0,"Mixed",0,0,1,"Mixed",0,0,1
117000,1,1,"Ordinary","Ordinary/Foundation",35,35,6,5.5,5.5,6,6.5,11,5.5,6.5,5.5,5.5,6,0,NA,NA,4.5,4.5,4,5.5,5.5,3.5,5.5,5.5,6,4,NA,NA,NA,NA,NA,0,0,2,1,NA,NA,NA,NA,18,4,5,1,3,NA,3,0,2,5,5,10,9,8,9,NA,NA,NA,NA,0,1,0,0,0,"Mixed",0,0,1,"Mixed",0,0,1
121000,1,1,"Ordinary","Higher",50,50,5.5,6.5,5.5,6.5,7,16,NA,NA,NA,NA,NA,1,NA,NA,5,5.5,5,7,6.5,6,6.5,4,6.5,7,6.5,6,4.5,6,6.5,0,1,0,1,3,1,5,0,32,3,11,1,4,4,4,NA,NA,NA,NA,10,8,10,9,7,8,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123000,1,1,"Ordinary","Higher",37,37,6.5,4.5,5,6,7,10,NA,NA,NA,NA,NA,0,NA,NA,5,7,3,2,6.5,4.5,5,3.5,4.5,4.5,NA,NA,NA,NA,NA,1,2,4,2,NA,NA,NA,NA,27,4,14,1,3,NA,3,0,4,2,2,9,7,6,8,NA,NA,NA,NA,0,0,0,1,0,"Mixed",0,0,1,"Mixed",0,0,1
124000,1,1,"Ordinary","Higher",45,45,4,5.5,5,5,5.5,22,7,4,7,5,5,1,NA,NA,6,5.5,4.5,4.5,5,6,6,1.5,4,5.5,7,7,4,5.5,4,3,0,7,5,2,0,4,2,36,3,13,1,3,3,3,0,2,5,0,7,9,3,5,8,9,6,8,0,1,0,0,0,"Boys Only",0,1,0,"Boys Only",0,1,0
126000,1,1,"Higher","Higher",115,NA,4,5,5,6,5,16,5.5,6,6.5,3.5,5,1,NA,NA,5.5,1.5,6,4.5,3.5,4,6,6,6.5,5,6.5,6.5,6.5,6.5,4,0,2,4,0,0,0,2,0,24,3,13,1,6,6,4,0,1,NA,NA,10,7,6,10,10,9,8,10,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
129000,1,1,"Higher","Higher",91,91,3.5,6,4,3,4,11,7,7,7,4,7,1,0,1,4.5,3,5,6,4.5,3.5,7,5.5,7,6.5,NA,NA,NA,NA,NA,0,0,2,0,NA,NA,NA,NA,15,3,8,1,3,NA,5,0,2,5,0,10,9,8,10,NA,NA,NA,NA,0,1,0,0,0,"Boys Only",0,1,0,"Boys Only",0,1,0
130000,1,1,"Higher","Higher",102,NA,2.5,4,6,1,3.5,11,5,5.5,5.5,4,6,1,0,1,3,4,5.5,3.5,4.5,3,4.5,5,3,4.5,1.5,2.5,5.5,2,4,5,2,2,2,7,4,7,2,19,3,12,1,6,5,4,0,1,NA,NA,5,7,8,8,3,5,3,8,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
131000,1,1,"Ordinary","Ordinary/Foundation",15,15,4.5,2.5,4,5.5,4.5,16,6.5,6,4,4,6,0,0,1,6.5,4,6,4,5,5.5,7,6.5,6,6,NA,NA,NA,NA,NA,2,0,3,1,NA,NA,NA,NA,20,3,9,1,4,NA,3,1,3,2,1,8,9,7,9,NA,NA,NA,NA,0,0,1,0,0,"Mixed",0,0,1,"Mixed",0,0,1
132000,1,1,"Higher","Higher",102,NA,5,1.5,4,3.5,6,20,4,4.5,4.5,5.5,4.5,0,NA,NA,5,4,2.5,3.5,6,2,4,2.5,2,6,NA,NA,NA,NA,NA,7,2,6,3,NA,NA,NA,NA,19,4,12,1,6,NA,5,NA,NA,NA,NA,3,7,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
133000,1,1,"Higher","Higher",102,NA,7,5.5,7,4,7,21,7,5,4.5,5,5,1,NA,NA,4.5,6,6,5,6,2,6.5,5,4,3,2.5,4.5,5,4.5,2,3,0,0,1,0,2,3,0,16,3,9,1,4,3,4,0,5,5,0,7,9,10,9,10,7,7,10,0,0,0,0,1,"Boys Only",0,1,0,"Boys Only",0,1,0
134000,1,1,"Higher","Higher",81,81,4.5,5,4,2,7,17,NA,NA,NA,NA,NA,0,0,0,2,4,6,3,6.5,2,7,6.5,5,6,3,7,7,7,7,2,0,1,3,2,0,4,2,24,2,12,1,5,5,4,0,2,5,0,8,9,9,7,8,9,6,8,0,1,0,0,0,"Boys Only",0,1,0,"Boys Only",0,1,0
140000,1,1,"Higher","Higher",NA,NA,3.5,5.5,4.5,6,4.5,14,6,5,4.5,4,3,0,NA,NA,7,4.5,7,7,7,4,6.5,3,5,6,NA,NA,NA,NA,NA,2,1,4,0,NA,NA,NA,NA,28,4,10,1,3,NA,3,0,4,5,1,8,8,6,10,NA,NA,NA,NA,0,0,0,1,0,"Mixed",0,0,1,"Mixed",0,0,1
143000,1,1,"Higher","Higher",113,NA,6,6,6,6,5.5,14,5,6.5,7,6.5,7,0,NA,NA,3.5,3.5,5.5,5.5,5,5.5,7,7,7,7,4,7,7,7,4.5,0,1,0,2,0,0,0,2,25,2,8,1,3,5,3,0,2,5,0,10,8,10,8,10,9,10,8,0,1,0,0,0,"Boys Only",0,1,0,"Boys Only",0,1,0
146000,1,1,"Ordinary","Higher",37,37,7,7,6,3,5.5,12,6,6.5,5.5,2.5,5,1,0,1,2.5,5.5,7,7,7,3.5,7,7,6,4.5,2,6,6.5,6.5,4.5,1,0,5,2,0,1,0,2,21,4,7,1,3,2,1,0,2,5,0,9,9,5,8,10,8,10,8,0,1,0,0,0,"Boys Only",0,1,0,"Boys Only",0,1,0
147000,1,1,"Ordinary","Ordinary/Foundation",40,40,3,4.5,6.5,4,3.5,10,7,5,7,6,6,1,0,1,3.5,3.5,6,5.5,6,4,6,3,6.5,4.5,NA,NA,NA,NA,NA,2,0,1,0,NA,NA,NA,NA,15,2,5,1,5,NA,4,0,2,5,0,8,9,9,10,NA,NA,NA,NA,0,1,0,0,0,"Boys Only",0,1,0,"Boys Only",0,1,0
148000,1,1,"Ordinary","Higher",40,40,3.5,6,4.5,5,4.5,12,6,4.5,6.5,3.5,4,1,NA,NA,3.5,3.5,4.5,6,4,3.5,6.5,4,6.5,5,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,18,4,10,1,3,NA,2,0,5,5,5,9,8,9,8,NA,NA,NA,NA,0,0,0,0,1,"Mixed",0,0,1,"Mixed",0,0,1
152000,1,1,"Ordinary","Higher",46,46,3.5,3,2,6,6.5,12,4.5,4,6,4,4.5,1,NA,NA,4.5,6,3.5,7,6.5,6.5,7,4,6.5,5,7,3.5,4.5,7,5.5,1,0,7,0,1,0,3,0,30,4,6,1,5,4,4,0,4,5,5,9,9,3,10,9,9,7,10,0,0,0,1,0,"Mixed",0,0,1,"Mixed",0,0,1
154000,1,1,"Ordinary","Higher",46,46,4.5,6.5,4.5,3.5,5,17,7,4,7,1,7,1,NA,NA,2.5,6.5,5,7,2.5,2,7,3.5,6,4,NA,NA,NA,NA,NA,2,0,3,1,NA,NA,NA,NA,29,3,11,1,5,NA,4,0,1,5,4,8,9,7,9,NA,NA,NA,NA,1,0,0,0,0,"Mixed",0,0,1,"Mixed",0,0,1
155000,1,1,"Ordinary","Ordinary/Foundation",20,20,6,7,6.5,6.5,7,14,7,7,4.5,2,5.5,0,NA,NA,3,4.5,4.5,7,5.5,6,6,4.5,5.5,3.5,4,7,4.5,6,5,2,0,1,2,0,0,1,1,19,3,7,1,1,2,3,1,3,4,2,8,9,9,8,10,9,9,9,0,0,1,0,0,"Mixed",0,0,1,"Mixed",0,0,1
157000,1,1,"Foundation","Ordinary/Foundation",NA,NA,4.5,4,5,4,4.5,13,3.5,2,4.5,5,5,1,NA,NA,4,5,6,5,6,5,4,5,4.5,5.5,NA,NA,NA,NA,NA,5,3,6,2,NA,NA,NA,NA,21,2,8,1,2,NA,4,0,5,5,5,5,6,4,8,NA,NA,NA,NA,0,0,0,0,1,"Mixed",0,0,1,"Mixed",0,0,1
158000,1,1,"Ordinary","Ordinary/Foundation",NA,NA,3.5,5.5,5,4.5,5,11,NA,NA,NA,NA,NA,1,0,1,4.5,5,5.5,7,5,7,4,4,6.5,7,NA,NA,NA,NA,NA,1,2,2,0,NA,NA,NA,NA,13,2,10,1,4,NA,1,0,5,5,5,9,7,8,10,NA,NA,NA,NA,0,0,0,0,1,"Mixed",0,0,1,"Mixed",0,0,1
159000,1,1,"Higher","Higher",110,NA,6,6.5,7,6,6.5,16,6,4,7,6,6.5,1,0,1,4.5,5,5,6,6,5,6,7,6.5,6.5,6.5,7,7,6.5,7,1,0,1,1,0,0,0,0,26,4,15,1,5,3,NA,NA,NA,NA,NA,9,9,9,9,10,9,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
166000,1,1,"Ordinary","Higher",20,20,5.5,4.5,5.5,2.5,7,NA,6.5,6.5,6.5,4,5.5,1,0,1,4.5,4.5,6.5,4.5,6.5,1.5,4,7,4,6.5,NA,NA,NA,NA,NA,4,3,1,5,NA,NA,NA,NA,21,2,14,1,3,NA,3,0,5,5,5,6,6,9,5,NA,NA,NA,NA,0,0,0,0,1,"Mixed",0,0,1,"Mixed",0,0,1
175000,1,1,"Foundation","Ordinary/Foundation",0,NA,4,4.5,4.5,4,6,14,5,6.5,7,5,2.5,0,NA,NA,4.5,5.5,5,5,5.5,3.5,7,7,4.5,5.5,NA,NA,NA,NA,NA,2,0,1,3,NA,NA,NA,NA,19,3,7,1,3,NA,2,0,4,4,5,8,9,9,7,NA,NA,NA,NA,0,0,0,1,0,"Mixed",0,0,1,"Mixed",0,0,1
176000,1,1,"Ordinary","Higher",45,45,5,6.5,6.5,6,6,12,6,7,6.5,4,6.5,1,NA,NA,5,6,5,5,3.5,3,5.5,5,6.5,5,7,6.5,4.5,6.5,7,0,0,3,0,0,0,1,0,12,2,6,1,4,4,5,NA,NA,NA,NA,10,9,7,10,10,9,9,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
177000,1,1,"Higher","Higher",125,NA,3,6,5.5,6.5,5.5,24,4,4,7,3.5,5,0,0,1,6,1.5,6.5,6.5,5.5,3,4.5,6,7,5,6,5,4,6.5,6,0,0,0,0,0,0,0,2,31,4,14,1,5,5,5,NA,NA,NA,NA,10,9,10,10,10,9,10,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
178000,1,1,"Higher","Higher",0,0,3.5,2.5,4,6.5,6,12,5.5,3,6,4,5.5,0,NA,NA,7,1.5,1.5,4,5.5,4,4.5,4.5,5.5,6,NA,NA,NA,NA,NA,3,2,6,6,NA,NA,NA,NA,17,4,11,1,5,NA,3,0,2,5,0,7,7,4,4,NA,NA,NA,NA,0,1,0,0,0,"Boys Only",0,1,0,"Boys Only",0,1,0
179000,1,1,"Higher","Higher",85,85,6,7,5.5,5.5,5.5,10,4.5,4.5,7,2,4,1,NA,NA,6.5,4.5,6,7,7,5,6,5.5,6,7,6.5,6,4,6.5,3,1,1,3,3,0,1,2,4,33,4,16,1,1,3,4,0,5,5,5,9,8,7,7,10,8,8,6,0,0,0,0,1,"Mixed",0,0,1,"Mixed",0,0,1
190000,1,1,"Ordinary","Higher",60,60,4,6,5.5,6.5,6.5,13,7,6.5,7,5,1.5,0,NA,NA,6.5,3.5,6.5,6,5.5,7,7,7,7,7,7,4,4.5,7,4.5,0,0,0,2,1,0,5,2,23,4,7,1,3,4,3,0,2,5,0,10,9,10,8,9,9,5,8,0,1,0,0,0,"Boys Only",0,1,0,"Boys Only",0,1,0
193000,1,1,"Higher","Higher",100,100,5,6,4.5,3.5,6.5,19,7,7,7,5,4.5,0,NA,NA,6,3.5,6,4,6.5,4.5,6,6.5,5.5,6.5,NA,NA,NA,NA,NA,2,0,1,2,NA,NA,NA,NA,31,2,15,1,6,NA,5,0,2,5,0,8,9,9,8,NA,NA,NA,NA,0,1,0,0,0,"Boys Only",0,1,0,"Boys Only",0,1,0
195000,1,1,"Ordinary","Higher",30,30,3,3.5,6.5,6.5,7,9,7,5.5,6,4.5,5,0,NA,NA,5,4,7,6,6,6,6,6.5,6,6.5,6,5.5,4,6,5,0,1,1,2,2,1,1,3,19,3,12,1,4,5,5,NA,NA,NA,NA,10,8,9,8,8,8,9,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2e+05,1,1,"Higher","Higher",95,95,3.5,6,5,4.5,7,NA,4,7,7,4,6,1,0,1,3,4.5,4,6,6,4.5,7,5,7,6.5,3.5,5.5,6,6,6.5,3,0,1,4,1,1,2,4,33,4,16,1,4,3,3,0,2,5,0,7,9,9,6,9,8,8,6,0,1,0,0,0,"Boys Only",0,1,0,"Boys Only",0,1,0
201000,1,1,"Ordinary","Higher",45,45,5,6.5,6.5,6,7,12,5.5,6.5,7,6.5,6.5,1,0,1,6,4.5,7,6,5.5,5,7,7,5,7,5,6,7,5,6,2,0,0,1,0,0,0,4,23,2,10,1,3,4,5,0,2,5,0,8,9,10,9,10,9,10,6,0,1,0,0,0,"Boys Only",0,1,0,"Boys Only",0,1,0
204000,1,1,"Ordinary","Higher",NA,NA,3.5,2.5,3,3,7,8,4,4,2,4,6,0,NA,NA,2,4,4.5,2,6.5,3.5,4.5,2,1.5,3.5,NA,NA,NA,NA,NA,9,2,6,5,NA,NA,NA,NA,24,1,10,1,3,NA,4,NA,NA,NA,NA,1,7,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
206000,1,1,"Higher","Higher",110,NA,5,4.5,5,3,5.5,16,6,3.5,6.5,3.5,4.5,1,1,0,2,3.5,7,5.5,6,3.5,6.5,5,5.5,5,4.5,6.5,4,4.5,5.5,2,0,2,0,1,2,4,1,33,4,11,1,6,6,5,0,2,5,0,8,9,8,10,9,7,6,9,0,1,0,0,0,"Boys Only",0,1,0,"Boys Only",0,1,0
207000,1,1,"Higher","Higher",75,75,6,6.5,6,5.5,6.5,9,5,5,7,7,6.5,1,NA,NA,5,5.5,6.5,3.5,5.5,5,7,7,5,6,NA,NA,NA,NA,NA,0,0,0,1,NA,NA,NA,NA,18,2,14,1,6,NA,3,0,4,5,5,10,9,10,9,NA,NA,NA,NA,0,0,0,1,0,"Mixed",0,0,1,"Mixed",0,0,1
208000,1,1,"Higher","Ordinary/Foundation",110,NA,2.5,4,4,6.5,5,19,4.5,4,5,5.5,6,0,NA,NA,6.5,2.5,3.5,4.5,5,6.5,3.5,5,4.5,7,NA,NA,NA,NA,NA,1,2,6,1,NA,NA,NA,NA,31,4,13,1,5,NA,3,0,5,5,3,9,7,4,9,NA,NA,NA,NA,0,0,0,0,1,"Mixed",0,0,1,"Mixed",0,0,1
212000,1,1,"Ordinary","Higher",50,50,4,5.5,4,6,6,14,5,5,6.5,1.5,4,1,NA,NA,5,3.5,4,4,5.5,4,4,5,4,5,4,4,4.5,3,5,2,2,4,2,2,3,5,2,20,4,13,1,6,5,5,0,1,2,3,8,7,6,8,8,6,5,8,1,0,0,0,0,"Mixed",0,0,1,"Mixed",0,0,1
214000,1,1,"Ordinary","Higher",28,28,5.5,6,4,3,5,13,5.5,6.5,7,3,6.5,0,NA,NA,3.5,5,5,5.5,6,4,7,4.5,6,6.5,NA,NA,NA,NA,NA,1,0,0,2,NA,NA,NA,NA,20,1,5,1,6,NA,NA,NA,NA,NA,NA,9,9,10,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
215000,1,1,"Ordinary","Ordinary/Foundation",30,30,4.5,5.5,4,5.5,6.5,14,NA,NA,NA,NA,NA,0,NA,NA,4,3.5,4,5,5.5,3.5,5.5,3.5,5.5,4,2,5,3.5,3,3,2,2,4,2,2,3,1,2,19,3,3,1,3,4,5,NA,NA,NA,NA,8,7,6,8,8,6,9,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
216000,1,1,"Higher","Higher",113,NA,2.5,6,3,1,6.5,10,4,4,6,3.5,2.5,0,NA,NA,4,3.5,4.5,7,5,3.5,4,2.5,4.5,3,3.5,3,4.5,5.5,3,3,1,5,5,2,1,5,4,20,4,9,1,5,5,5,0,4,5,4,7,8,5,5,8,8,5,6,0,0,0,1,0,"Mixed",0,0,1,"Mixed",0,0,1
217000,1,1,"Ordinary","Ordinary/Foundation",30,30,5.5,5.5,6.5,5.5,7,13,NA,NA,NA,NA,NA,0,NA,NA,6.5,5.5,6,5.5,5.5,2,7,3.5,3,7,NA,NA,NA,NA,NA,5,2,1,4,NA,NA,NA,NA,20,3,11,1,2,NA,3,NA,NA,NA,NA,5,7,9,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218000,1,1,"Ordinary","Higher",15,15,5,3,4,6,6.5,11,5,5.5,7,4,6.5,0,1,1,7,3,3.5,3.5,7,5.5,7,7,6.5,6.5,3.5,5,1.5,3.5,4.5,1,0,2,0,7,4,8,3,14,1,4,1,3,4,1,0,4,5,4,9,9,8,10,3,5,2,7,0,0,0,1,0,"Mixed",0,0,1,"Mixed",0,0,1
219000,1,1,"Ordinary","Higher",30,30,4.5,6,6,5,2.5,14,5,6.5,6.5,6,6,0,NA,NA,7,4,4.5,6.5,7,6.5,7,5.5,7,5.5,NA,NA,NA,NA,NA,0,0,3,0,NA,NA,NA,NA,23,2,8,1,4,NA,4,0,3,5,5,10,9,7,10,NA,NA,NA,NA,0,0,1,0,0,"Mixed",0,0,1,"Mixed",0,0,1
223000,1,1,"Ordinary","Higher",35,35,4.5,1.5,4,2,4.5,20,6,3,3,6.5,7,0,NA,NA,3,6.5,4,4.5,4.5,4.5,5.5,4.5,6.5,6.5,NA,NA,NA,NA,NA,3,1,5,0,NA,NA,NA,NA,26,4,11,1,6,NA,5,0,3,5,0,7,8,5,10,NA,NA,NA,NA,0,0,1,0,0,"Boys Only",0,1,0,"Boys Only",0,1,0
228000,1,1,"Higher","Higher",125,NA,5.5,6,7,4,5.5,7,5,5,7,4,5.5,1,NA,NA,4,6,6,6,4.5,3,4.5,7,7,5.5,4,7,6.5,6.5,6,0,0,0,1,1,0,0,2,11,3,11,1,4,3,5,0,1,5,0,10,9,10,9,9,9,10,8,1,0,0,0,0,"Boys Only",0,1,0,"Boys Only",0,1,0
229000,1,1,"Ordinary","Ordinary/Foundation",NA,NA,3,3,5,3,4.5,13,7,6,6.5,2,4,0,1,1,3.5,5,5,3.5,6,2.5,3.5,4.5,2,4,NA,NA,NA,NA,NA,4,4,2,4,NA,NA,NA,NA,25,0,2,1,3,NA,4,0,5,5,5,6,5,8,6,NA,NA,NA,NA,0,0,0,0,1,"Mixed",0,0,1,"Mixed",0,0,1
232000,1,1,"Higher","Higher",110,NA,5.5,4,6,3,2.5,15,6,4.5,6,6,6,1,NA,NA,5.5,3.5,7,2.5,4.5,4.5,3,5,5.5,3.5,NA,NA,NA,NA,NA,0,3,3,0,NA,NA,NA,NA,35,4,13,1,4,NA,5,0,1,5,0,10,6,7,10,NA,NA,NA,NA,1,0,0,0,0,"Boys Only",0,1,0,"Boys Only",0,1,0
234000,1,1,"Ordinary","Higher",25,25,5,4.5,6.5,6,4,11,6.5,4.5,4.5,3,4.5,1,NA,NA,5,7,5.5,3,2.5,4.5,6.5,4,4,5,4.5,6,5.5,5,5,1,1,4,0,2,1,4,0,14,2,4,1,5,2,5,0,2,5,0,9,8,6,10,8,8,6,10,0,1,0,0,0,"Boys Only",0,1,0,"Boys Only",0,1,0
